X,Y,TimeStamp(tracker),MilliSecTimer(system),ArrangedTime
1975.646341,1039.097721,61469620.58,409786.6556,23474.6556
1527.732579,766.076142,61469830.55,409996.5867,23684.5867
2205.319738,443.1615346,61469861.65,410028.0125,23716.0125
2150.519899,490.4186267,61469891.92,410057.7389,23745.7389
2143.388611,941.0593995,61470103.93,410269.829,23957.829
2174.799384,860.6318797,61470134.35,410302.1528,23990.1528
2219.845144,849.0478521,61470164.8,410335.4864,24023.4864
2235.565476,840.1165385,61470194.28,410360.0431,24048.0431
2213.004367,794.0315435,61470224.89,410391.8976,24079.8976
2191.636053,783.1005805,61470255.98,410422.86,24110.86
2182.760848,782.4964108,61470285.89,410451.532,24139.532
2174.915776,787.3304537,61470315.94,410481.9915,24169.9915
2145.946693,802.7982542,61470346.07,410513.1019,24201.1019
2162.531825,829.4607605,61470376.35,410542.3948,24230.3948
2216.010548,982.8903651,61470406.64,410575.9075,24263.9075
2247.572973,1027.138868,61470437.11,410603.0167,24291.0167
2244.256729,1034.094392,61470466.81,410633.3785,24321.3785
2255.163934,1051.010552,61470497.21,410663.4707,24351.4707
2260.65409,1051.416678,61470527.68,410693.4127,24381.4127
2256.445921,1042.977628,61470558.19,410725.6302,24413.6302
2252.213186,1043.338625,61470588.52,410754.9719,24442.9719
2245.860273,1042.126534,61470619.11,410785.3575,24473.3575
2257.958377,1050.965076,61470648.67,410814.6452,24502.6452
2269.868141,1054.447316,61470679.19,410845.4793,24533.4793
2274.139454,1037.692366,61470709.61,410877.7408,24565.7408
2263.338551,1029.820314,61470739.96,410906.0113,24594.0113
2256.850691,1027.531743,61470770.08,410936.401,24624.401
2261.192424,1009.227025,61470800.54,410966.7313,24654.7313
2249.988144,1009.695734,61470830.56,410996.8279,24684.8279
2191.485171,1020.76429,61470860.13,411026.1838,24714.1838
2133.325298,1047.086301,61470890.21,411057.3549,24745.3549
2102.560034,1064.166498,61470920.7,411086.5678,24774.5678
2100.524764,1081.517577,61470950.84,411117.8205,24805.8205
2091.815523,1081.898154,61470981.53,411149.5729,24837.5729
2086.127811,1079.216278,61471011.41,411178.4388,24866.4388
2089.610741,1072.804539,61471041.52,411208.5281,24896.5281
2083.005918,1067.892458,61471071.78,411238.7293,24926.7293
2079.482154,1066.474651,61471101.77,411268.4104,24956.4104
2077.684978,1076.416125,61471131.64,411297.6698,24985.6698
2083.55135,1090.004899,61471162.74,411331.947,25019.947
2088.018449,1065.788278,61471192.41,411358.2691,25046.2691
2088.098333,1066.93752,61471222.67,411390.6467,25078.6467
2092.337809,1071.828778,61471252.65,411418.8562,25106.8562
2097.495363,1081.499548,61471283.31,411449.9068,25137.9068
2126.808533,1083.720429,61471313.17,411478.8796,25166.8796
2207.26925,1088.77041,61471343.28,411509.1808,25197.1808
2248.524355,1092.173574,61471373.32,411539.0884,25227.0884
2253.311942,1107.463372,61471403.02,411569.3209,25257.3209
2263.815286,1165.83859,61471433.18,411599.0747,25287.0747
2261.429082,1169.489786,61471463.68,411629.4903,25317.4903
2263.495655,1175.374893,61471492.63,411658.3954,25346.3954
2292.608786,1171.736584,61471522.74,411688.7447,25376.7447
2289.750508,1173.593968,61471553.32,411719.7571,25407.7571
2275.262207,1169.482589,61471583.39,411749.8011,25437.8011
2257.536649,1169.227163,61471613.63,411780.1143,25468.1143
2247.187396,1180.47368,61471644.08,411810.6244,25498.6244
2243.004686,1185.04186,61471674.22,411840.2349,25528.2349
2260.831639,1192.590231,61471704.17,411870.6829,25558.6829
2239.839517,1203.978308,61471734.4,411900.5313,25588.5313
2088.409376,1166.517606,61471764.67,411930.838,25618.838
2069.036237,1172.330782,61471794.97,411961.2091,25649.2091
2008.414244,1116.923456,61471825.26,411991.5004,25679.5004
2037.632618,1074.545635,61471857.12,412023.5819,25711.5819
2045.232585,1118.561117,61471885.84,412052.0196,25740.0196
2052.592569,1096.640463,61471915.93,412081.6627,25769.6627
2033.928389,1092.082016,61471945.58,412111.299,25799.299
2059.145819,1091.216207,61471975.73,412142.2139,25830.2139
2056.596204,1101.086983,61472006.6,412172.5779,25860.5779
2052.888062,1126.64407,61472036.8,412202.5127,25890.5127
2056.269972,1117.750608,61472066.89,412232.8745,25920.8745
2057.307533,1123.216366,61472097.46,412263.5982,25951.5982
2069.137081,1162.354726,61472127.81,412293.7664,25981.7664
2077.311232,1184.040674,61472159.38,412327.4678,26015.4678
2074.965522,1164.946046,61472189.31,412355.746,26043.746
2062.099162,1105.147555,61472219.28,412385.5631,26073.5631
2059.744485,1110.398566,61472249.56,412415.3673,26103.3673
2057.165935,1107.098162,61472279.88,412445.6883,26133.6883
2059.872516,1090.117808,61472309.87,412475.6552,26163.6552
2048.059962,1085.912663,61472340.46,412506.4506,26194.4506
1890.563947,1046.674423,61472519.82,412685.779,26373.779
1903.88126,981.48969,61472551.97,412718.3532,26406.3532
1916.545057,866.5717824,61472582.18,412748.3226,26436.3226
1908.409915,885.6046009,61472611.68,412777.6954,26465.6954
1926.69368,832.9233591,61472641.9,412807.854,26495.854
1923.410254,815.6140493,61472672.72,412838.5744,26526.5744
1930.101991,833.192329,61472701.1,412866.9805,26554.9805
1905.854135,850.3510636,61472732.84,412899.3711,26587.3711
1923.14977,837.86203,61472763.38,412930.3916,26618.3916
1913.77811,834.6385432,61472793.61,412960.0933,26648.0933
1927.338741,877.2801836,61472822.78,412989.0203,26677.0203
1891.71338,867.7309658,61472852.93,413018.8683,26706.8683
1893.964961,886.1392676,61472882.75,413049.2144,26737.2144
2068.613884,986.0216178,61473275.88,413442.0633,27130.0633
2060.751935,971.0066628,61473306.21,413472.0128,27160.0128
2087.199253,967.860827,61473336.38,413502.2583,27190.2583
2105.057796,957.6293072,61473367.48,413533.1728,27221.1728
2134.675023,971.6208718,61473397.68,413564.349,27252.349
2233.771988,1044.778878,61473427.7,413593.5255,27281.5255
2240.787076,1037.739796,61473458.03,413626.0574,27314.0574
2239.317504,1042.255799,61473488.27,413655.1069,27343.1069
2232.901994,1044.090915,61473518.38,413684.1662,27372.1662
2240.339807,1039.740814,61473548.68,413714.8114,27402.8114
2241.17194,1043.228211,61473579.07,413744.8363,27432.8363
2240.537916,1054.844871,61473609.13,413774.9829,27462.9829
2236.070378,1069.465622,61473639.81,413806.0205,27494.0205
2229.206377,1063.296111,61473669.53,413835.4586,27523.4586
2233.718557,1056.132898,61473699.79,413865.9711,27553.9711
2229.729143,1061.67842,61473729.64,413895.8715,27583.8715
2219.947351,1076.759191,61473760.2,413927.1745,27615.1745
2173.281757,1099.603839,61473790.31,413956.6902,27644.6902
2119.282917,1103.768855,61473820.54,413987.7079,27675.7079
2071.312244,1130.6305,61473850.77,414016.8014,27704.8014
2058.290932,1128.701616,61473880.96,414046.6826,27734.6826
2059.162171,1131.662572,61473911.56,414077.3861,27765.3861
2063.727461,1128.513535,61473941.3,414107.1293,27795.1293
2068.947876,1133.862464,61473971.54,414138.6712,27826.6712
2072.534679,1131.508862,61474002.01,414171.2412,27859.2412
2076.315539,1122.555199,61474031.75,414197.6216,27885.6216
2072.240505,1121.221217,61474062,414227.8224,27915.8224
2047.918638,1116.305591,61474092.22,414257.9704,27945.9704
2053.16807,1109.384479,61474122.81,414289.1229,27977.1229
2054.962816,1106.526654,61474153.23,414320.6178,28008.6178
2044.044047,1117.320306,61474183.04,414349.0527,28037.0527
2045.34055,1114.894021,61474213.13,414378.9501,28066.9501
2045.450083,1111.195364,61474243.65,414410.6143,28098.6143
2039.261853,1099.611004,61474273.86,414440.4559,28128.4559
2035.875559,1093.555237,61474303.88,414469.6645,28157.6645
2040.904278,1089.768275,61474333.93,414500.4011,28188.4011
2046.646653,1095.478302,61474364.09,414529.9505,28217.9505
2044.181494,1084.084874,61474394.58,414560.4255,28248.4255
2064.800399,1068.899361,61474424.6,414591.5652,28279.5652
2137.24265,1037.459817,61474455.12,414621.1964,28309.1964
2188.576648,1010.317532,61474485.24,414651.545,28339.545
2197.226027,1004.385519,61474515.71,414681.8422,28369.8422
2192.849111,1002.675764,61474545.52,414711.6938,28399.6938
2205.137278,1005.401349,61474575.8,414741.799,28429.799
2201.193507,1006.391105,61474605.93,414771.8718,28459.8718
2194.597694,1012.896129,61474636.22,414802.1783,28490.1783
