X,Y,TimeStamp(tracker),MilliSecTimer(system),ArrangedTime
1329.947982,1224.139437,61447871.83,388037.9873,1725.9873
1320.175131,1226.45351,61447901.96,388068.1237,1756.1237
1316.801406,1224.988691,61447932.4,388099.5395,1787.5395
1321.122033,1219.321748,61447962.64,388128.6135,1816.6135
1316.294204,1202.410197,61447992.88,388160.2549,1848.2549
1319.556382,1196.916084,61448023.03,388189.6306,1877.6306
1315.61498,1203.050149,61448053.21,388219.0034,1907.0034
1319.361484,1207.23317,61448082.9,388249.009,1937.009
1791.432597,1187.831172,61448113.66,388279.8096,1967.8096
1831.994058,1197.515908,61448144.33,388312.4029,2000.4029
1835.386485,1210.673495,61448173.88,388340.4155,2028.4155
1837.440074,1198.77577,61448204.15,388370.4462,2058.4462
1839.208404,1207.951207,61448234.68,388402.1278,2090.1278
1824.702499,1242.956683,61448264.95,388431.5872,2119.5872
1827.493035,1246.493532,61448294.95,388462.188,2150.188
1824.127229,1237.136177,61448325.25,388491.8832,2179.8832
1834.657905,1226.831789,61448355.23,388521.2809,2209.2809
1893.100245,1238.995531,61448385.59,388551.8741,2239.8741
2083.781919,1257.622347,61448415.77,388582.0144,2270.0144
2098.661727,1280.50027,61448445.83,388611.9404,2299.9404
2104.349793,1277.85505,61448476.22,388642.5441,2330.5441
2084.188597,1305.782052,61448506.35,388672.4746,2360.4746
2081.388871,1291.02044,61448536.65,388703.1023,2391.1023
2086.157799,1261.401131,61448567.04,388732.8253,2420.8253
2094.964406,1266.859934,61448597.26,388764.2163,2452.2163
2086.443726,1269.562157,61448627.14,388793.0149,2481.0149
2086.422073,1271.512074,61448657.29,388823.8915,2511.8915
2076.269921,1274.301728,61448687.95,388853.6327,2541.6327
2080.796939,1270.071694,61448717.87,388883.7499,2571.7499
2080.044552,1268.044939,61448748.07,388914.0373,2602.0373
2081.230266,1265.712898,61448778.37,388944.1696,2632.1696
858.777851,1092.853611,61448808.41,388974.9704,2662.9704
526.955023,1063.422298,61448838.27,389004.5674,2692.5674
436.3491549,1057.741706,61448868.75,389034.9649,2722.9649
410.9059992,1032.617501,61448898.96,389066.1306,2754.1306
397.2375546,1027.328665,61448929.29,389095.6659,2783.6659
398.1141467,1027.027415,61448959.53,389127.6256,2815.6256
397.8979014,1025.015469,61448989.56,389155.6572,2843.6572
403.3222243,1025.643896,61449019.79,389186.3755,2874.3755
401.6940412,1017.195922,61449049.79,389215.5995,2903.5995
405.386626,1020.922713,61449080.35,389246.139,2934.139
400.339409,1022.125777,61449110.35,389276.9579,2964.9579
391.2143349,1021.029216,61449140.5,389307.2188,2995.2188
378.633896,1022.585771,61449170.85,389336.7947,3024.7947
379.8005649,1017.181928,61449201.17,389367.0077,3055.0077
379.494347,1016.402171,61449231.31,389397.5929,3085.5929
382.6791716,1015.544914,61449261.19,389427.7787,3115.7787
383.3632005,1016.541907,61449291.5,389457.4247,3145.4247
390.009738,1025.281823,61449321.88,389487.5687,3175.5687
384.2729139,1009.672275,61449352.15,389518.1725,3206.1725
383.9709811,1023.177486,61449382.19,389548.1237,3236.1237
383.806891,1032.00917,61449412.56,389578.6554,3266.6554
377.608459,1025.881369,61449442.71,389608.678,3296.678
339.5902125,993.6218136,61449473,389639.0212,3327.0212
275.4897087,944.5888128,61449503.05,389669.3366,3357.3366
215.5225198,907.0859579,61449533.35,389699.0337,3387.0337
210.0970959,909.2091109,61449563.14,389729.5655,3417.5655
203.656062,895.8568621,61449593.8,389759.7623,3447.7623
206.1172975,887.8010359,61449623.94,389789.9681,3477.9681
200.5371827,892.0832241,61449654.18,389820.1759,3508.1759
209.6505187,912.6445142,61449684.05,389850.0174,3538.0174
204.8988414,901.5513871,61449714.42,389880.2602,3568.2602
213.5918651,907.834695,61449744.31,389910.3792,3598.3792
209.4980541,894.1466767,61449774.99,389941.322,3629.322
179.9990837,859.9868997,61449805.02,389971.3886,3659.3886
199.1596831,843.6914997,61449834.95,390001.0496,3689.0496
213.242822,859.7865889,61449864.94,390032.8951,3720.8951
235.5652063,872.7109657,61449894.9,390061.5575,3749.5575
242.1088085,888.8346427,61449925.37,390091.8123,3779.8123
222.2784976,875.3170354,61449955.48,390121.485,3809.485
221.9743869,881.1082102,61449985.47,390151.5232,3839.5232
221.7747866,885.8029579,61450015.9,390182.5866,3870.5866
237.9397383,929.4238628,61450046.21,390213.8653,3901.8653
238.3077795,923.7914864,61450076.94,390243.0897,3931.0897
227.353348,884.68896,61450107.35,390274.6638,3962.6638
208.4475955,839.5495282,61450137.65,390304.2208,3992.2208
213.9298778,834.6835705,61450167.89,390334.5867,4022.5867
211.2635433,820.5054092,61450197.73,390364.0595,4052.0595
210.9018212,810.7271982,61450227.87,390393.7875,4081.7875
208.7846169,814.5782707,61450258.41,390424.7697,4112.7697
194.1640385,816.1671924,61450288.73,390456.4434,4144.4434
195.6995256,820.6025695,61450318.69,390484.6551,4172.6551
192.2656369,820.0907366,61450348.95,390515.8187,4203.8187
196.2411417,824.1832679,61450378.82,390544.7902,4232.7902
194.1491549,814.4724901,61450409.24,390575.5115,4263.5115
197.1570063,814.0417002,61450439.63,390606.2904,4294.2904
195.5220459,799.948564,61450469.28,390635.117,4323.117
200.0077752,793.2360195,61450500.08,390667.3147,4355.3147
197.506213,784.0737956,61450529.94,390695.5924,4383.5924
194.1085167,783.5532846,61450560.27,390726.8463,4414.8463
333.0716093,765.7694792,61450590.33,390756.3589,4444.3589
369.1695435,756.9407826,61450620.71,390786.4997,4474.4997
379.362463,754.5556735,61450650.81,390816.8077,4504.8077
377.2065219,754.3524717,61450681.1,390847.3419,4535.3419
371.0041559,760.5700413,61450711.42,390877.3355,4565.3355
355.1361657,772.7343629,61450741.45,390907.9227,4595.9227
354.7135299,766.8111279,61450771.71,390937.656,4625.656
351.6235239,760.7107966,61450801.97,390968.8163,4656.8163
356.8713205,742.9693817,61450832.26,390998.2299,4686.2299
360.8256832,747.6209395,61450862.38,391029.3524,4717.3524
369.2442604,756.9568359,61450892.75,391058.6902,4746.6902
366.4226531,753.8243697,61450922.82,391089.2846,4777.2846
349.534343,730.2199645,61450953.07,391118.9758,4806.9758
352.844799,727.4310445,61450983.03,391149.4395,4837.4395
356.2012034,725.9850056,61451013.39,391181.1903,4869.1903
359.3332494,750.1052663,61451043.06,391209.1892,4897.1892
367.679817,757.2094795,61451073.93,391239.839,4927.839
363.5187763,751.0917127,61451104.29,391271.2538,4959.2538
241.6365754,938.3896282,61451282.9,391448.7853,5136.7853
-23.23743968,1230.060616,61451315.33,391481.5515,5169.5515
180.627272,990.351146,61451345.97,391512.1184,5200.1184
58.50760824,1117.810882,61451375.91,391541.9232,5229.9232
388.2902482,633.4949605,61451406.35,391572.3995,5260.3995
385.1761967,610.5315185,61451436.58,391603.2622,5291.2622
390.9252664,615.0785762,61451466.24,391632.3715,5320.3715
391.5965024,598.422544,61451496.52,391662.8006,5350.8006
405.9893803,593.1743206,61451527.01,391692.8729,5380.8729
400.7058596,577.3742143,61451556.95,391723.6305,5411.6305
399.9922764,578.9946538,61451587.36,391753.391,5441.391
399.7524429,583.8457843,61451617.5,391783.5775,5471.5775
395.1154283,590.5407683,61451647.33,391813.3622,5501.3622
390.9528853,581.3984729,61451678.03,391844.5585,5532.5585
378.5502638,575.5917674,61451708.27,391874.2051,5562.2051
358.4777749,559.803789,61451738.22,391903.9943,5591.9943
367.6176521,561.9589601,61451768.43,391934.7923,5622.7923
337.7094507,561.6826216,61451799.22,391965.6348,5653.6348
194.3828472,583.0048447,61451828.87,391995.2029,5683.2029
178.8137223,571.0183941,61451858.96,392024.7327,5712.7327
156.3271881,543.6373596,61451889.69,392055.5127,5743.5127
157.1178111,553.2837535,61451919.92,392086.21,5774.21
157.2229709,540.9431898,61451949.99,392115.8272,5803.8272
161.0137586,544.5358254,61451980.05,392146.2867,5834.2867
154.1497045,543.7593476,61452010.38,392176.6505,5864.6505
160.2648083,553.879322,61452040.42,392206.7446,5894.7446
198.1451303,566.8021392,61452070.48,392236.4333,5924.4333
396.3150541,562.5109818,61452100.87,392267.7237,5955.7237
425.9041246,568.0727375,61452130.85,392296.6656,5984.6656
420.9892697,583.4238813,61452161.93,392329.9151,6017.9151
424.2722501,589.2526634,61452191.64,392357.5827,6045.5827
419.5466993,594.5508625,61452221.58,392387.5509,6075.5509
419.2306138,593.4241577,61452250.56,392416.4411,6104.4411
1955.105846,1037.908166,61452312.4,392478.6813,6166.6813
1970.623533,995.934349,61452342.92,392509.066,6197.066
1979.013149,992.5138187,61452373.31,392539.7971,6227.7971
1971.136795,1006.17448,61452402.98,392569.178,6257.178
1961.153519,1012.386005,61452433.08,392599.3091,6287.3091
1967.930146,1009.939922,61452463.38,392630.3139,6318.3139
2016.433865,1012.656676,61452493.7,392659.7702,6347.7702
2114.562233,1086.783763,61452524.08,392689.8394,6377.8394
2157.365592,1115.299927,61452554.09,392720.9499,6408.9499
2159.915892,1120.772872,61452584.3,392750.006,6438.006
2149.976522,1120.956367,61452614.77,392782.7189,6470.7189
2147.986372,1124.836974,61452645.09,392812.1737,6500.1737
2145.917313,1121.511231,61452675.15,392841.111,6529.111
2154.710376,1129.54287,61452705.66,392871.5146,6559.5146
2153.367409,1132.998099,61452735.52,392903.1222,6591.1222
2138.459839,1144.061262,61452765.47,392931.6271,6619.6271
2115.70513,1149.646045,61452796.04,392963.6572,6651.6572
2120.909118,1153.709209,61452825.98,392991.9761,6679.9761
2137.925736,1183.32548,61452856.21,393021.9613,6709.9613
2131.847828,1164.951519,61452886.62,393052.6077,6740.6077
2126.382316,1147.584683,61452916.78,393083.451,6771.451
2067.56229,1141.828095,61452946.73,393112.5708,6800.5708
1932.631397,1127.559636,61452977.67,393143.447,6831.447
1881.814061,1124.277647,61453007.93,393173.9034,6861.9034
1875.518184,1104.929563,61453037.73,393204.159,6892.159
1876.683997,1103.008768,61453067.65,393233.6987,6921.6987
1861.192222,1100.035312,61453097.69,393263.3758,6951.3758
1869.750422,1126.447066,61453127.67,393293.2779,6981.2779
1864.890269,1131.767552,61453158.59,393326.6477,7014.6477
1868.204574,1103.535246,61453188.23,393354.0736,7042.0736
1818.400753,1091.700132,61453218.72,393384.6775,7072.6775
1772.175076,1091.488058,61453249.33,393417.0554,7105.0554
564.6998633,763.1145059,61453279.31,393445.6681,7133.6681
419.3722111,721.4119636,61453309.21,393475.4358,7163.4358
410.118966,721.3586648,61453339.19,393505.6755,7193.6755
414.7532533,717.9767805,61453369.73,393535.9803,7223.9803
424.177574,715.3817131,61453400.21,393567.0456,7255.0456
418.0872311,715.1486957,61453429.93,393596.5238,7284.5238
420.6774411,710.1455145,61453460.08,393626.0926,7314.0926
409.7626646,710.3031801,61453490.23,393656.1022,7344.1022
417.8674189,719.4567102,61453520.71,393686.6545,7374.6545
415.4398189,715.6767572,61453550.75,393716.5148,7404.5148
408.2944958,712.5427171,61453580.88,393746.7342,7434.7342
408.2024738,716.8026296,61453611.47,393777.3642,7465.3642
409.6699932,724.2520632,61453641.48,393807.5599,7495.5599
413.4015262,722.9960822,61453671.75,393838.242,7526.242
420.5850639,720.9861884,61453702,393869.4323,7557.4323
403.8287013,712.918568,61453732.19,393898.4072,7586.4072
391.7191049,722.3508281,61453762.2,393928.5984,7616.5984
409.1904959,715.2590708,61453792.4,393958.1513,7646.1513
414.7823261,719.6923591,61453821.53,393987.5498,7675.5498
880.3296338,809.786035,61453852.69,394018.6385,7706.6385
1143.006146,867.0838877,61453883.22,394049.4232,7737.4232
1151.745395,874.9437506,61453913.68,394080.2321,7768.2321
1160.791594,880.2449799,61453944.08,394110.7735,7798.7735
1165.087123,881.8663299,61453973.85,394140.5318,7828.5318
1176.554352,890.9002343,61454004.06,394171.6388,7859.6388
1172.274731,907.1764053,61454033.79,394199.8469,7887.8469
1171.265778,896.5428694,61454064.68,394232.1938,7920.1938
696.6124397,850.8118522,61454094.46,394260.1885,7948.1885
638.0860558,808.9624676,61454125.39,394291.9217,7979.9217
637.7737746,823.2101443,61454155.54,394326.8238,8014.8238
635.0547634,815.9455024,61454185.23,394351.84,8039.84
625.2577344,801.8378482,61454215.91,394386.3575,8074.3575
609.85851,795.9711187,61454245.62,394412.6771,8100.6771
612.8103,821.6369938,61454275.92,394441.8283,8129.8283
612.9544363,822.328247,61454306.09,394472.4215,8160.4215
611.2281989,808.4411319,61454336.22,394502.0872,8190.0872
632.0004962,887.7629157,61454366.69,394532.7295,8220.7295
628.1769407,913.9610017,61454395.98,394562.2273,8250.2273
556.8905243,943.0402549,61454426.85,394592.824,8280.824
500.7160524,854.5765988,61454455.81,394621.6699,8309.6699
1527.692856,649.3594241,61455210.64,395376.629,9064.629
1931.559663,833.464386,61455240.51,395407.169,9095.169
1910.917525,842.5466009,61455272.87,395439.6852,9127.6852
1936.456724,873.7172306,61455302.62,395468.9981,9156.9981
1946.876858,911.113958,61455333.53,395499.5991,9187.5991
1954.377628,932.63908,61455364.18,395530.1187,9218.1187
1960.054677,997.2529271,61455393.74,395559.7941,9247.7941
1963.249317,987.8686582,61455424.3,395590.2326,9278.2326
1960.538938,985.8544039,61455453.76,395619.9244,9307.9244
1958.352182,981.8123737,61455484.12,395650.8364,9338.8364
1958.843607,982.9900994,61455514.96,395681.5354,9369.5354
1847.812412,1103.708684,61455544.71,395711.9894,9399.9894
1846.938521,1101.218174,61455575.65,395742.4844,9430.4844
1856.426277,1108.668629,61455605.71,395772.2734,9460.2734
1838.226739,1096.869655,61455635.76,395801.4407,9489.4407
1831.507733,1102.055123,61455666.12,395831.8435,9519.8435
1837.518462,1106.979019,61455696.36,395862.3968,9550.3968
1841.982881,1115.648249,61455726.45,395892.1526,9580.1526
1857.765579,1140.692893,61455755.95,395923.0855,9611.0855
1857.47925,1110.862182,61455785.87,395951.7545,9639.7545
1844.026334,1045.198087,61455820.7,395987.9833,9675.9833
1847.523531,1080.871032,61455846.69,396013.0511,9701.0511
1856.771557,1091.02611,61455879.98,396045.6827,9733.6827
1913.5777,1096.173318,61455907.24,396073.1821,9761.1821
2015.721675,1046.004887,61455938.29,396105.289,9793.289
2086.140725,1003.281693,61455967.72,396133.3928,9821.3928
2086.964405,1007.749592,61455998.03,396164.3317,9852.3317
2091.449817,1063.657563,61456028.32,396194.167,9882.167
2091.652231,1085.688926,61456058.34,396224.6167,9912.6167
2091.730107,1077.532429,61456087.84,396254.8363,9942.8363
2111.767646,1051.300026,61456118.56,396285.3517,9973.3517
2100.134017,1031.847901,61456148.83,396318.0158,10006.0158
2138.974441,1064.910613,61456178.82,396344.9637,10032.9637
2345.302148,1228.675867,61456209.91,396375.8786,10063.8786
2356.054622,1237.073552,61456239.91,396405.8003,10093.8003
2415.24546,1271.578269,61456269.74,396436.3607,10124.3607
2409.230513,1265.915096,61456300.11,396465.847,10153.847
2396.774697,1272.245063,61456329.59,396495.4535,10183.4535
2399.285075,1287.841353,61456360.37,396526.5929,10214.5929
2405.680557,1296.695178,61456391.17,396557.5974,10245.5974
2420.072331,1300.717678,61456420.43,396586.7705,10274.7705
2419.93523,1286.475081,61456451.08,396617.8552,10305.8552
2416.558353,1247.503198,61456481.79,396648.266,10336.266
2408.089416,1227.728571,61456511.73,396677.7704,10365.7704
2407.55689,1238.681812,61456541.62,396707.8592,10395.8592
2398.336385,1247.704124,61456571.75,396737.7447,10425.7447
2399.789949,1278.183127,61456602.38,396768.8434,10456.8434
2396.04075,1293.225173,61456631.74,396798.2218,10486.2218
2398.053909,1290.247415,61456662.52,396828.4105,10516.4105
2392.020433,1291.104105,61456692.65,396858.3545,10546.3545
2395.558542,1298.893021,61456722.9,396888.7032,10576.7032
2395.869585,1309.74899,61456753.53,396919.9313,10607.9313
2399.771828,1285.222366,61456784.04,396951.9027,10639.9027
2388.053469,1245.488545,61456813.97,396980.5603,10668.5603
2381.01258,1252.787887,61456844.43,397010.6932,10698.6932
2381.701025,1256.441779,61456874.16,397040.4653,10728.4653
2380.703529,1260.316107,61456903.64,397069.9543,10757.9543
2027.54041,1130.53107,61456934.45,397100.278,10788.278
1967.272718,1093.612785,61456964.64,397130.4037,10818.4037
1967.426949,1088.094169,61456995.2,397160.9851,10848.9851
1970.974208,1090.204829,61457025.47,397191.3409,10879.3409
1959.621977,1102.641988,61457055.9,397222.5472,10910.5472
1952.337198,1099.960427,61457086,397252.7494,10940.7494
639.9985852,763.2860021,61457115.7,397282.5383,10970.5383
619.442153,757.544282,61457146.34,397315.4639,11003.4639
621.6875574,756.8822114,61457176.03,397342.0307,11030.0307
631.1832311,767.9840234,61457206.69,397372.7408,11060.7408
626.6028773,753.7687464,61457236.45,397403.0904,11091.0904
619.4440411,714.6540371,61457265.99,397431.8853,11119.8853
622.0331234,782.3840571,61457296.15,397461.8912,11149.8912
636.9170343,748.5685581,61457327.44,397493.3075,11181.3075
608.1920585,751.2722927,61457356.9,397522.9953,11210.9953
593.7605147,738.2213984,61457387.43,397553.3938,11241.3938
503.5552815,724.4647383,61457417.22,397582.9156,11270.9156
512.6904207,727.7452448,61457448.04,397615.1798,11303.1798
510.3446254,734.8061345,61457478.26,397644.5759,11332.5759
520.6388978,743.1389888,61457508.2,397674.031,11362.031
517.3109767,685.6583628,61457538.42,397704.5693,11392.5693
479.3824251,655.9710284,61457568.64,397734.6577,11422.6577
470.8981718,643.9730734,61457598.63,397764.7651,11452.7651
500.1096024,654.4949317,61457628.81,397795.3927,11483.3927
497.6318818,654.8389336,61457659.18,397825.6644,11513.6644
367.2918543,559.440673,61457689.13,397855.3843,11543.3843
266.1184237,672.6085654,61457720.06,397885.9382,11573.9382
290.3164009,614.2334588,61457749.5,397916.885,11604.885
291.5184245,625.6547829,61457780.14,397945.9461,11633.9461
304.1287112,650.1072613,61457810.04,397976.2258,11664.2258
309.8000203,650.9962457,61457839.78,398006.2388,11694.2388
316.1584461,590.8813214,61457869.85,398036.272,11724.272
326.1120386,573.3998484,61457900.07,398066.1231,11754.1231
324.3689922,583.8890814,61457929.82,398096.5209,11784.5209
332.7959525,560.0306391,61457959.75,398125.6213,11813.6213
330.283076,524.0914943,61457989.63,398157.0772,11845.0772
2172.92049,1062.626441,61458322.23,398489.0027,12177.0027
2196.489319,1200.484812,61458352.03,398518.2966,12206.2966
2243.142083,1115.63797,61458563.85,398729.6246,12417.6246
2249.932667,1156.305465,61458593.73,398759.4781,12447.4781
2141.295444,949.7910924,61458957.12,399123.2084,12811.2084
2079.594393,980.5500228,61458987.98,399154.8269,12842.8269
2085.845659,1031.272851,61459017.4,399183.8838,12871.8838
2062.552513,1081.941067,61459048.02,399214.0473,12902.0473
2064.992468,1086.33855,61459078.36,399244.1017,12932.1017
2073.334338,1073.637109,61459109.97,399275.9234,12963.9234
2088.396902,1050.273555,61459140.43,399306.2891,12994.2891
2095.039656,1076.784956,61459170.79,399337.4439,13025.4439
2101.503894,1087.263578,61459200.23,399366.1372,13054.1372
2107.49011,1126.095237,61459230.78,399396.7132,13084.7132
2119.973411,1148.407721,61459261.3,399427.3808,13115.3808
2131.781637,1160.058057,61459290.75,399457.2432,13145.2432
2129.356001,1169.921224,61459321.63,399488.0707,13176.0707
2120.781764,1169.6214,61459351.53,399517.701,13205.701
2116.384078,1179.867941,61459381.48,399547.449,13235.449
2116.271977,1180.178193,61459412.35,399578.2493,13266.2493
2167.958951,1337.195857,61459440.87,399608.8379,13296.8379
2143.175665,1372.466982,61459471.09,399636.8055,13324.8055
2136.495466,1376.993477,61459501.23,399668.2059,13356.2059
2112.091026,1378.42576,61459531.11,399697.2082,13385.2082
2036.310001,1442.629242,61459561.74,399727.7879,13415.7879
2024.68565,1418.915762,61459592.94,399758.6305,13446.6305
2016.219242,1419.379922,61459622.95,399789.0757,13477.0757
2039.613543,1367.860769,61459653.36,399821.1648,13509.1648
2046.507315,1358.185321,61459683.47,399849.5171,13537.5171
2044.85362,1353.954037,61459713.5,399879.4285,13567.4285
2044.848053,1357.186412,61459743.76,399910.0233,13598.0233
2037.198368,1344.592263,61459774.27,399940.3823,13628.3823
2028.74614,1332.438504,61459804.93,399971.459,13659.459
2038.465297,1378.943697,61459834.95,400001.289,13689.289
2027.629753,1354.529961,61459864.38,400030.266,13718.266
2022.042014,1321.773451,61459894.96,400060.8127,13748.8127
2030.582497,1342.625411,61459924.79,400092.2846,13780.2846
2055.146655,1383.831913,61459955.62,400121.8993,13809.8993
2090.385114,1406.523774,61459984.83,400151.0828,13839.0828
2071.776012,1417.022103,61460014.29,400180.252,13868.252
2041.384508,1423.780083,61460044.25,400210.1201,13898.1201
1952.775568,1407.518495,61460074.5,400240.4084,13928.4084
1956.030326,1412.692186,61460105.17,400271.639,13959.639
2037.020356,1499.59423,61460135.47,400301.5624,13989.5624
2091.15824,1585.377725,61460165.75,400335.1487,14023.1487
2080.47186,1583.595976,61460196.07,400362.06,14050.06
2038.432084,1525.599771,61460226.28,400392.388,14080.388
2042.297021,1487.444836,61460255.65,400421.5697,14109.5697
2043.884355,1509.954519,61460286.16,400452.4117,14140.4117
1996.406328,1471.85861,61460316.02,400481.9402,14169.9402
1813.05786,1272.034781,61460346.18,400512.4929,14200.4929
2047.69687,1183.275598,61463276.33,403442.3557,17130.3557
1651.279667,1145.611201,61463306.7,403474.2224,17162.2224
1629.614167,1071.020954,61463336.95,403503.3202,17191.3202
1806.28797,1198.156654,61463367.25,403533.4377,17221.4377
1952.365489,1179.167948,61463397.17,403563.8936,17251.8936
1986.612277,1204.261612,61463428.59,403595.1232,17283.1232
2058.789408,1316.640607,61463459.49,403625.5504,17313.5504
2029.650805,1306.019799,61463489.43,403655.6074,17343.6074
2040.843355,1242.079895,61463519.49,403685.7755,17373.7755
2112.874945,1267.385559,61463549.95,403716.6745,17404.6745
2147.554651,1161.511907,61463579.94,403745.6574,17433.6574
2152.016627,1080.477102,61463608.6,403774.8149,17462.8149
2164.29721,987.9905571,61463638.56,403805.3445,17493.3445
2169.093969,1266.705236,61464211.36,404377.7704,18065.7704
2113.088205,1490.945823,61464243.36,404409.3905,18097.3905
1950.586373,1187.938713,61464273.52,404439.5097,18127.5097
2001.762654,990.4547317,61464363.59,404529.559,18217.559
1878.067278,961.1154854,61464393.81,404559.642,18247.642
2088.422622,1102.552753,61464423.85,404589.941,18277.941
2112.195992,1145.767875,61464454.16,404620.1369,18308.1369
3536.90891,2465.359353,61464756.32,404922.7059,18610.7059
1916.251672,726.6559031,61465451.32,405617.339,19305.339
2075.183209,562.3412535,61465482.01,405647.9731,19335.9731
2139.200824,787.5581703,61465511.83,405678.3427,19366.3427
2020.638151,2.109341971,61466810.13,406975.9551,20663.9551
1966.869583,-239.7095915,61466840.89,407007.2462,20695.2462
1973.622574,-128.1541502,61466871.77,407037.6005,20725.6005
1994.022581,-90.45348266,61466902.12,407068.9527,20756.9527
2024.637243,-27.74399735,61466931.39,407097.7427,20785.7427
2035.217729,0.675587395,61466961.67,407128.6239,20816.6239
2021.215915,4.228028533,61466991.88,407158.1893,20846.1893
2018.612832,7.395011986,61467022.14,407188.1477,20876.1477
2029.379951,6.130748087,61467052,407218.4955,20906.4955
2044.483815,-0.043682327,61467081.93,407248.557,20936.557
2036.60014,31.14885389,61467112.13,407279.5513,20967.5513
2018.237929,1165.882373,61467268.24,407434.2529,21122.2529
2014.64602,649.0565103,61467295.13,407460.9889,21148.9889
1995.460899,692.3480368,61467324.27,407490.2595,21178.2595
1987.083001,707.7991619,61467354.37,407520.0914,21208.0914
1980.977953,664.287738,61467385.05,407551.2468,21239.2468
1991.004,670.4616417,61467414.72,407581.3235,21269.3235
1967.521733,646.9745684,61467445.09,407610.991,21298.991
1971.762107,644.362788,61467475.41,407646.1313,21334.1313
1997.554985,615.2300778,61467506.21,407673.3752,21361.3752
1991.217922,607.5721379,61467535.91,407702.5962,21390.5962
1981.705536,588.032504,61467566.33,407732.4222,21420.4222
1961.924512,598.5979976,61467595.79,407761.8456,21449.8456
1962.735681,591.3304882,61467626.96,407792.7219,21480.7219
1979.922083,584.5930629,61467657.28,407822.8924,21510.8924
1982.526027,586.1454339,61467687.28,407853.1368,21541.1368
1930.105405,682.6673834,61467716.96,407882.6044,21570.6044
2002.864483,673.5211128,61467748.36,407914.6692,21602.6692
2153.442822,733.7241172,61467778.82,407946.0815,21634.0815
2182.781966,747.108429,61467809.71,407976.9966,21664.9966
2172.909327,800.5304496,61467839.67,408008.4311,21696.4311
2178.119057,805.9087731,61467870.27,408036.0605,21724.0605
2145.695371,827.6272445,61467898.6,408064.6111,21752.6111
2150.910048,856.8649584,61467929.1,408095.2464,21783.2464
2150.964029,842.2729991,61467959.94,408125.9988,21813.9988
2156.101841,833.4115885,61467990.35,408156.183,21844.183
2142.080654,862.6500121,61468021.19,408186.9305,21874.9305
2137.109895,874.2054952,61468049.65,408215.4207,21903.4207
2124.08023,888.5817272,61468079.88,408245.9386,21933.9386
2128.467039,917.2891524,61468111.77,408277.949,21965.949
2135.32375,911.9109027,61468141.53,408308.1005,21996.1005
2147.786256,932.5929482,61468171.69,408338.8373,22026.8373
2131.813031,933.8060236,61468200.28,408366.2412,22054.2412
2109.515678,944.4685328,61468231.09,408397.8876,22085.8876
2108.253328,948.0664597,61468260.91,408427.0404,22115.0404
2145.681287,990.0766138,61468290.77,408456.5759,22144.5759
2151.572009,1068.410933,61468321.7,408487.7293,22175.7293
2164.210468,1039.936547,61468353.42,408519.5945,22207.5945
2158.208771,1071.339378,61468382.97,408549.0383,22237.0383
2155.120395,1034.81625,61468413.02,408579.5395,22267.5395
2158.594792,1042.21829,61468443.83,408610.9972,22298.9972
2186.201694,1044.926078,61468473.8,408639.705,22327.705
2187.116086,1047.272305,61468504.36,408670.2568,22358.2568
2195.675869,1065.660667,61468534.12,408700.9208,22388.9208
2197.810748,1066.568644,61468564.35,408730.2854,22418.2854
2184.580983,1066.890398,61468594.34,408761.1059,22449.1059
2176.439723,1053.429593,61468625.05,408792.1263,22480.1263
2186.772428,1041.449351,61468655.37,408822.393,22510.393
2187.44098,1043.709731,61468685.38,408851.1739,22539.1739
2197.735794,1053.230334,61468715.47,408882.9773,22570.9773
2191.061136,1045.32299,61468745.81,408912.4981,22600.4981
2195.577603,1053.786628,61468776.03,408942.169,22630.169
2170.867749,1047.350633,61468806.1,408973.2259,22661.2259
2175.733254,1042.661952,61468836.25,409003.0453,22691.0453
2172.410599,1052.510782,61468866.33,409032.0322,22720.0322
2179.653439,1055.334396,61468896.87,409062.8203,22750.8203
2182.362744,1061.831734,61468926.73,409092.5436,22780.5436
2173.7406,1064.563482,61468957.53,409123.8081,22811.8081
2172.859622,1054.562331,61468987.53,409153.5777,22841.5777
2144.983849,1048.202048,61469017.44,409183.9882,22871.9882
2050.84204,1032.289182,61469048.03,409215.9704,22903.9704
1997.422694,1022.657943,61469077.92,409244.788,22932.788
1993.313443,1027.509924,61469108.07,409274.453,22962.453
1988.237726,1054.279836,61469138.56,409305.2916,22993.2916
1981.080384,1044.217763,61469168.59,409335.6074,23023.6074
1986.291818,1043.463748,61469198.83,409365.6924,23053.6924
1973.523913,1040.42452,61469228.5,409394.2818,23082.2818
1979.784863,1034.746495,61469259.17,409425.2764,23113.2764
1975.514328,1040.959077,61469288.64,409454.3093,23142.3093
1969.033205,1025.974272,61469319.53,409485.4473,23173.4473
1957.405233,1012.910268,61469349.73,409515.7402,23203.7402
1958.188534,1021.464275,61469380.22,409546.5821,23234.5821
1969.557415,1039.493001,61469410.95,409576.9864,23264.9864
1979.487754,1058.858,61469440.34,409607.2363,23295.2363
1973.592181,1053.369758,61469470.76,409637.7929,23325.7929
1990.789959,1050.317727,61469500.57,409666.983,23354.983
1985.448766,1043.460385,61469530.17,409696.1958,23384.1958
1996.721207,988.1133387,61469561.29,409727.3136,23415.3136
1986.403878,1016.045195,61469590.47,409756.1604,23444.1604
