X, Y,startTime
2003.747693,846.3703565,6637.9516
1998.275396,871.7073347,6668.794
2003.982461,878.7729326,6698.272
2005.425377,884.8401941,6728.909
2030.445584,898.1184418,6758.4345
2031.208343,893.0040886,6787.6389
2048.550127,878.3161847,6821.1167
2056.828167,865.9643086,6848.7785
2034.74065,944.9063265,6879.6401
2028.454587,1114.848219,6912.517
2039.236088,1136.445926,6942.3664
2066.168169,1212.965152,6970.3172
2058.552561,1205.815493,7003.8213
2047.134848,1206.289338,7035.2777
2066.770663,1170.854105,7063.0943
2101.137476,1122.40874,7090.5132
2088.420129,1131.336823,7121.4894
2096.915953,1242.597357,7154.593
2071.104327,1185.227985,7181.6549
2086.23842,1262.593572,7212.3193
2090.064383,1269.950425,7242.0326
2088.450716,1273.860401,7272.7525
2098.949217,1297.955932,7302.6026
2098.663896,1296.12587,7332.2724
2112.36967,1206.68861,7363.067
2072.76041,1260.490741,7397.1956
2100.657092,1251.810743,7423.7353
2078.928956,1221.793857,7455.1978
2073.20504,1220.711858,7483.7555
2044.913282,1229.852887,7514.1761
2027.397081,1235.431648,7547.702
2026.720678,1220.550162,7574.2987
2050.379758,1208.526265,7608.2737
2076.076822,1229.489853,7638.5037
2083.610972,1220.3446,7669.196
2084.980866,1255.167048,7701.1621
2068.641585,1224.477366,7729.053
2065.108844,1229.344248,7755.7396
2057.423754,1173.860966,7785.3161
2041.004642,1157.142851,7814.9567
2038.941976,1145.043831,7844.0555
2042.28924,976.7874344,8267.7117
2038.301821,988.8787473,8302.5531
2065.613939,945.4843269,8330.682
2036.786931,944.9304348,8364.4312
2035.657451,947.0717167,8394.6075
2035.256845,951.0838705,8424.4596
2052.856113,946.8604163,8450.464
2062.23249,960.0630079,8484.638
2019.521874,979.1251826,8513.6815
2018.657099,985.6068866,8540.4983
2011.06897,1020.996739,8574.2892
2009.411926,990.9220486,8604.6237
1994.462808,911.7377457,8634.7375
1945.64923,895.4631152,8666.0961
1924.490826,868.5088911,8691.0418
1902.644879,843.3009059,8722.3495
1926.291922,732.0648123,8847.0481
1893.148758,743.1014543,8877.0168
1877.398606,754.4909005,8903.9066
1889.287881,751.6942186,8934.241
1911.590983,764.2950403,8969.1036
1928.451782,783.9255867,8998.4628
1935.42806,799.5366376,9028.358
1947.692674,836.7798752,9056.0498
1964.845315,823.9646344,9084.4713
1963.313104,825.2990165,9114.1137
1981.377558,834.5947652,9149.0327
1985.239755,856.8051774,9179.1285
1989.578632,849.3825776,9204.4841
1972.952835,850.0659244,9239.9974
1968.608288,839.431276,9265.3745
1966.66336,870.4580179,9296.3274
1989.149782,1036.801257,9327.6584
1980.004405,1087.254223,9356.4893
1985.949204,1077.555224,9386.6817
1967.913301,1084.40586,9417.3033
2005.12834,1100.256258,9446.4031
2000.278665,1092.47656,9478.1825
1998.056919,1085.873838,9508.0184
1963.963755,1080.643844,9537.9829
1968.880151,1081.549102,9568.858
1999.471474,1108.269771,9600.2882
2013.72067,1123.039581,9630.5734
2022.785644,1134.172202,9660.122
2027.536934,1127.091771,9689.7301
2037.477096,1120.659191,9719.9023
2023.212616,1096.280842,9754.2895
2027.470739,1089.031887,9779.9317
2033.595369,1092.079986,9810.7115
2017.85868,1081.733606,9840.0574
2009.072016,1065.546491,9870.5154
1977.337708,825.0610368,9989.7114
1984.62588,850.9610566,10022.9658
2002.136407,855.0412967,10050.9427
1993.101987,839.7281164,10082.028
1990.793404,825.0850291,10111.6034
1989.998936,788.1902592,10141.5059
2005.093955,801.9411205,10172.3808
2083.90403,952.0368424,10202.1728
2074.005541,934.2438716,10233.3661
2044.16823,904.7127811,10264.3699
2035.993305,921.0183541,10295.0804
2032.425202,897.3024843,10324.9368
2048.307164,924.7485005,10354.7607
1850.787672,1114.198466,10473.8701
2020.168239,1103.631445,10505.8459
2013.495463,1077.145356,10535.4126
2030.030863,1020.066842,10565.0084
2022.921123,977.6750557,10595.4276
2017.993511,948.1668025,10625.45
1974.000731,889.0009575,10655.844
1949.036554,852.6854172,10685.9586
1832.589325,709.4129469,10775.9589
1838.733167,632.007808,10810.188
1801.170897,578.2235424,10926.7532
1778.745273,528.6825846,10958.1649
1754.808771,531.2594505,11021.8586
1814.60158,554.0275231,11049.1415
1818.39668,567.4638575,11079.226
2132.98387,981.4801809,11440.2565
2135.178249,999.0510506,11470.9801
2150.81285,1060.187959,11501.4699
2186.926539,1102.316126,11562.4837
2200.074124,1190.799566,11713.245
1969.045454,1309.812046,11743.5571
2036.939446,1231.62671,11775.3574
2068.813725,1183.074988,11804.0366
2043.372449,1224.884101,11833.6214
2002.572382,1246.940783,11865.2014
2068.820756,1245.29492,11895.1536
2035.991185,1275.489563,11925.4518
1994.917538,1244.058109,11955.5194
2025.011885,1238.684128,11987.1644
2068.197345,1201.52019,12044.8331
2087.420876,1224.614678,12074.8427
2055.333117,1228.102303,12105.8809
2057.698096,1208.178278,12136.0206
2024.766552,1179.23717,12166.9788
2039.240862,1161.934327,12197.2514
2059.434147,1118.141868,12225.9633
2127.237388,1061.829463,12255.759
2116.247933,1076.112408,12285.2029
2104.426093,1056.334339,12316.4087
2115.556226,1052.138748,12345.7679
2172.754614,1028.233933,12405.5549
2158.278256,1030.476899,12436.5508
2131.300202,1039.808571,12468.1908
2123.936168,1050.779696,12497.5111
2126.523349,1048.265289,12527.5564
2135.439672,1039.874954,12556.8861
2068.497934,1115.287703,12708.9015
2057.45365,971.944103,12740.0409
2067.372753,1014.914728,12770.957
2068.969254,1033.761937,12798.9447
2035.803591,988.1922609,12829.8374
2001.555738,989.3606248,12859.4768
1698.99794,780.0068341,13100.1575
2049.245977,1068.645998,13132.1014
2055.456933,1054.754061,13161.7439
2035.792647,1034.534415,13191.6035
2032.638987,1042.50335,13222.0076
2050.497825,1059.333888,13253.5097
2099.938372,1038.676731,13554.7142
2076.760348,966.3661216,13586.3641
2080.231065,995.8044053,13616.731
2084.984917,1024.711438,13648.1586
2049.717591,1031.984245,13676.6926
2072.654559,1010.433145,13708.025
2047.850125,1029.781215,13735.6621
2034.891648,1062.749585,13797.3143
1981.768215,985.5146299,13827.0587
1952.692526,1037.23281,13856.8955
1978.656117,1119.512836,13947.4282
1985.695495,1172.195383,13980.8611
1952.775914,1255.342363,14010.7077
1943.825115,1241.674812,14040.5642
1950.439894,1214.678278,14069.2131
2013.592943,1178.70611,14099.8458
2005.751035,1193.143758,14129.7336
1946.728352,1190.728972,14160.8149
1935.974323,1162.698427,14190.8758
1922.832156,1099.09879,14220.2612
1920.986498,1083.081223,14251.0189
1916.283903,1099.335431,14281.1769
1911.032392,1119.95187,14314.4279
1885.412541,1109.940657,14341.5329
1877.376102,1077.548997,14372.1944
1878.607852,1064.372672,14402.783
1898.546891,1076.674425,14432.2136
1907.533083,1109.12982,14461.8933
1895.864429,1106.052287,14492.141
1899.40962,1112.714357,14521.5857
1944.725846,1098.581445,14553.006
1956.792432,1022.711403,14583.3651
1919.153224,887.4694883,14613.565
1931.522579,893.9266774,14643.2707
1943.204036,896.0424236,14674.1283
1964.648135,894.4983551,14704.1451
1962.415889,904.7838606,14733.1527
1973.279885,941.4255167,14764.5053
1967.827471,966.1308491,14794.8124
1953.725255,956.0845349,14825.0593
1910.476293,953.6394011,14856.2316
1916.5128,940.3658836,14885.973
1935.317657,926.6156201,14915.8868
1973.085883,1130.273967,14945.9019
1986.8414,1180.609225,14976.3992
2036.864036,1205.593826,15008.88
2036.542763,1209.115656,15037.1443
2018.082459,1242.432845,15065.9599
2007.926478,1255.798086,15097.1785
2014.363547,1270.703324,15126.9498
2015.724217,1268.843338,15157.9158
2046.168238,1219.488474,15188.3599
2047.152638,1186.159602,15217.7494
2053.505669,1191.132683,15248.1455
2039.104222,1215.847588,15280.156
2038.610869,1245.551653,15308.592
2047.355349,1242.675579,15340.6216
2098.619545,1243.66395,15368.8463
2082.641528,1218.060468,15401.1158
2093.298585,1198.806372,15429.671
2076.062972,1198.123231,15459.1654
2061.58442,1201.356808,15489.7066
2058.273353,1208.461852,15521.0493
2063.568185,1215.28425,15551.5014
2068.531542,1223.198469,15581.8435
2098.831223,1223.656518,15610.5473
2096.067481,1230.263186,15642.21
2139.876091,968.440357,15670.9651
2148.982962,923.9043547,15701.1365
2159.635755,894.349263,15732.0434
2152.852299,901.8405093,15762.9623
2133.984829,918.3492502,15791.7125
2112.878979,910.3747628,15822.5491
2143.927642,937.7870648,15852.6749
2188.180946,929.6443953,15883.065
2171.057843,963.4064697,15912.7499
2188.420107,1104.631546,15943.6231
2186.348757,1131.614599,15973.7457
2179.917872,1133.153167,16006.6686
2174.920228,1160.48367,16033.4063
2188.506523,1156.294814,16064.1502
2175.122547,1114.62438,16094.0259
2177.263038,1118.027197,16125.4425
2182.320869,1110.30246,16154.8509
2172.534733,1128.925881,16185.7129
2154.186824,1128.81172,16215.777
2135.160752,1143.79228,16245.8849
2107.129091,1155.415677,16276.3166
30.95015005,1518.791031,16456.8145
37.84029694,1502.068914,16487.0645
19.84310762,1499.7064,16517.5965
23.38598045,1496.162887,16547.2819
9.732809944,1491.971538,16577.1591
-550.3877446,1882.469437,16816.9595
-333.6467223,1861.969033,16847.9907
-333.6368551,1861.113498,16878.3773
-473.092553,1861.396806,16909.4545
-402.6197191,1869.947494,16938.9584
-384.8401643,1876.835261,16970.0967
-431.9756763,1854.786999,16998.064
-485.0572861,1842.015165,17029.8212
-419.9808727,1856.618015,17059.1948
-396.2718993,1862.190652,17089.0797
-345.0589032,1874.836142,17118.5303
2117.783927,1347.661423,17148.3993
2140.693889,1336.061694,17180.678
2029.440847,1305.737124,17211.4387
2038.688107,1256.700755,17240.942
1985.395192,1227.70549,17451.2156
2028.545521,1099.005963,17481.6644
2077.753468,1091.712313,17511.2518
2102.391491,1087.981691,17541.312
2106.69466,1059.791703,17571.6975
2099.561028,1060.100299,17602.2887
2058.378386,1053.20374,17633.056
2065.696906,1053.691856,17662.5862
2112.703228,1026.773352,17693.3092
2088.563978,1053.997433,17724.0645
2086.304476,1062.09077,17755.306
1997.691784,1087.004739,17784.0752
2012.735435,1157.273448,17814.7502
2008.285605,1118.128475,17845.0487
2020.622748,1152.219321,17876.0337
2022.037352,1029.663779,17904.8806
2032.641467,1041.081966,17934.1555
2053.182784,1060.042877,17965.3024
2067.701613,1058.951811,17998.5167
2066.439471,1058.417588,18028.8583
2089.932815,1042.737162,18057.3575
2157.57976,979.8258933,18087.6416
2157.938246,918.4876609,18116.2444
2155.60619,920.0094315,18145.9853
2173.684418,942.5682536,18175.4945
2183.661073,934.843478,18207.1408
2177.615614,957.9782049,18237.176
2146.024876,969.1163581,18267.6075
2159.744378,966.331738,18297.5056
2149.369876,1015.884546,18328.3429
2128.068656,1114.245849,18359.3885
2082.121833,1099.927746,18539.1978
2014.112777,1115.494716,18571.0469
2049.924003,1115.813637,18603.4592
2059.581795,1114.573224,18630.6134
2097.106754,1101.261548,18661.5958
2089.606176,1102.323428,18690.6756
2084.642387,1111.039285,18722.303
2081.418212,1094.276691,18752.0994
2092.850891,1081.339522,18780.9452
2084.994087,1123.785931,18811.9775
2082.92631,1110.958518,18842.3491
2083.714684,1110.927672,18872.2545
2094.152215,1098.014942,18902.9639
2090.838324,1105.020474,18932.67
2094.994836,1134.273283,18963.4061
2112.199304,1100.931867,18993.1607
2105.837297,1097.710015,19025.3887
2086.182684,1098.718699,19053.4625
2066.382956,1087.047263,19084.0874
2066.09902,1092.35438,19114.8814
2063.996889,1101.136837,19143.9873
2070.461505,1112.747067,19174.2659
2073.426575,1105.982264,19206.2697
2084.952271,1090.874971,19235.219
2111.696419,1092.6514,19265.8663
2106.621925,1088.764083,19296.6271
2106.894965,1082.098548,19325.3686
2088.885715,1098.938725,19356.2329
2114.636067,1078.614036,19385.8486
2112.048961,1072.150638,19416.8256
2077.187061,1041.066138,19446.1612
2079.824845,1049.086694,19476.4159
2081.204088,1052.01923,19506.0235
2069.737702,1082.621387,19536.4819
2071.174265,1064.505245,19566.7172
2064.737395,1083.181894,19597.1835
2081.841863,1098.447165,19627.8593
2096.907514,1091.053602,19657.8312
2080.823881,1080.630449,19687.7885
2073.821038,1074.39899,19717.7189
2064.603825,1071.61554,19747.9025
2070.624938,1080.543764,19778.9073
2076.072038,1075.697239,19808.9811
2076.20195,1062.571699,19840.1747
2121.099264,1010.453538,19869.4057
2179.954467,987.8454754,19900.1036
2214.071024,948.5907561,19930.2518
2204.712326,979.2475084,19960.403
2202.349978,976.9171976,19991.0405
2211.773512,971.8557328,20020.8049
2224.539002,949.4302005,20050.7094
2222.742158,957.3924011,20080.1884
2195.939925,970.3895331,20110.3381
2190.698467,972.8283303,20140.4773
2191.879129,959.9307257,20172.8301
2210.666492,915.3634241,20201.8091
2197.970161,952.6467178,20231.8449
2204.237673,951.0406085,20262.6665
2245.568687,960.9004872,20290.249
2238.463489,962.5162288,20321.1632
2214.13641,955.6710907,20352.7886
2227.441065,920.0835385,20382.2137
2218.21493,935.1622582,20413.1461
2212.166091,957.7240384,20442.8154
2204.33147,965.76261,20473.6271
2150.678384,1037.812716,20503.4942
2117.261601,1236.280412,20534.2811
2121.886719,1261.178546,20563.7248
2108.602251,1268.849521,20594.9971
2133.794154,1272.435245,20624.5567
2103.020215,1266.737567,20654.5084
2117.88589,1256.677264,20685.073
1472.752134,1743.242304,20923.858
2135.828466,1174.219688,20985.7054
2140.485306,1180.937244,21018.8065
2113.898592,1165.015488,21047.2272
2112.493461,1137.626601,21077.8631
2107.3699,1137.268167,21108.1984
2114.795937,1145.096809,21138.6543
2108.343,1147.475346,21169.2989
2115.5782,1140.461066,21199.5861
2105.475586,1122.67359,21229.2868
2094.226265,1112.746192,21260.1223
2095.929368,1115.883087,21289.817
2105.162369,1113.702182,21319.6183
2098.254243,1114.098362,21350.2713
2093.04005,1119.873927,21381.7179
2092.06522,1110.42811,21410.195
2092.135926,1106.68094,21440.3345
2113.989921,1084.396915,21470.1659
2111.116881,1089.622808,21500.8613
1879.443343,1176.520042,21709.2098
2259.005417,1137.879988,21741.4079
2167.072532,1139.728115,21774.148
2112.621026,1140.778072,21802.575
2106.945231,1193.149962,21832.2188
2102.770985,1167.909971,21863.9317
2095.789059,1147.676249,21903.8168
2085.015428,1138.140689,21923.3134
2092.010389,1155.625577,21953.3935
2106.201502,1149.131645,21983.8564
2112.092273,1126.120041,22016.8347
2122.190919,1165.179486,22043.955
2087.8452,1162.181548,22074.2313
2100.960852,1140.123726,22105.0664
2097.812093,1143.926146,22134.8412
2106.412199,1130.171909,22165.6928
2095.761976,1139.955177,22196.3723
2099.632892,1139.105295,22225.1199
2099.246346,1158.008932,22255.4203
2117.042321,1146.111207,22285.6815
2188.440932,944.7014508,22315.945
2198.635335,946.029768,22345.9455
2211.581218,961.0384177,22376.5391
2203.795728,969.3413029,22406.5549
2207.759728,950.8689208,22436.5815
2199.984969,924.5666706,22467.2564
2209.412273,930.8753337,22496.5399
2227.43459,921.4239364,22528.5292
2237.740847,917.645281,22558.0723
2230.821971,931.5094139,22589.2345
2202.818038,923.438962,22617.79
2219.945886,927.0949683,22648.2248
2233.128492,938.3966228,22679.1618
2223.39513,956.7069873,22708.634
2229.246168,987.8275913,22738.8037
2225.771809,993.6663861,22769.4299
2235.138014,986.313019,22799.855
2246.861774,931.7172463,22831.17
2243.285089,926.0908192,22861.2051
2208.887218,921.001365,22949.3664
2222.25118,922.7631918,22980.6802
2202.833003,969.8006531,23011.6441
2204.179642,993.6252808,23039.8877
2255.109755,950.5807323,23070.6709
2254.22192,934.1717263,23102.0248
2230.176689,934.9037943,23131.4122
2216.869839,952.1758282,23161.4719
2191.964008,973.2399783,23191.8805
2213.544277,958.5256837,23222.7872
2238.05492,962.0410318,23252.2667
2152.03669,1076.339416,23282.7171
2154.373909,1083.766451,23313.1181
2156.313725,1072.561664,23342.3451
2143.895494,1071.990159,23373.5106
2146.568127,1063.942119,23403.2332
2158.194461,1061.56736,23433.7506
2172.614746,1057.476758,23463.1732
2186.655701,1053.620969,23493.7958
2176.044163,1051.008574,23523.8635
2156.024966,1054.449832,23553.8114
2149.277458,1063.544046,23584.6384
2151.304448,1080.015042,23615.505
2160.590609,1057.211749,23645.4833
2289.21915,984.1250952,23675.7956
2291.222594,980.2566761,23705.6618
2251.61754,950.3883851,23735.9769
2268.922539,935.3744878,23766.6126
2269.200733,929.0230967,23795.8966
2272.339546,935.5941504,23826.6842
2246.05112,979.7889679,23856.5207
2268.57412,956.1204016,23886.413
2291.286053,980.1171682,23916.2509
2263.223208,918.831504,24128.4277
2254.417117,935.1278598,24158.3929
2251.353492,982.6711429,24188.722
2236.708525,1025.362502,24219.0368
2211.376473,1075.124535,24249.3951
2106.483562,1244.306175,24281.487
2131.800219,1209.116512,24311.0405
2126.557071,1174.08273,24340.0187
2107.21007,1182.735171,24370.7165
2108.331655,1175.367986,24400.3085
2139.872367,1196.273505,24431.9002
2137.731423,1194.659034,24461.4529
2101.217399,1153.464642,24490.8805
2141.780528,1148.554322,24521.2864
2136.793339,1144.487022,24549.6982
3431.454639,1828.659563,24581.2527
3737.936906,1954.213062,24611.7331
3746.44325,1925.747937,24641.4181
3799.732141,1917.545244,24672.4472
3801.000598,1916.41861,24702.8383
3725.982178,1962.54279,24733.1693
3706.415109,1954.928851,24763.783
3700.23116,1963.016031,24796.6784
2234.005337,1088.094748,24824.7548
2194.313002,1075.265863,24852.676
2185.691949,1095.043747,24884.1042
2204.545617,1091.72756,24914.6
2215.700756,1117.253559,24944.512
2217.400283,1112.780969,24975.7572
4462.225182,1912.374647,25032.9022
4441.559362,1886.776899,25063.1717
4408.8911,1892.08703,25093.8287
4403.890804,1922.458604,25125.0142
4433.86107,1954.890787,25155.6512
4426.773545,1921.623019,25185.6895
4393.148731,1913.095041,25215.8064
4333.731577,2010.123704,25245.3309
4351.158466,2019.568771,25277.7279
4377.252564,1936.32297,25307.4627
4516.320169,933.0848379,25608.5494
4451.815098,936.0278831,25638.7807
4508.371854,933.1880379,25669.8488
4498.902199,927.7488948,25700.1648
4565.348359,905.6103277,25729.4117
4577.605351,936.4746637,25760.695
4578.823227,930.9441187,25789.8088
4335.101395,703.8936215,25999.6215
4202.472857,658.6993716,26030.9792
4197.215022,653.0729626,26061.507
4222.980396,649.9094792,26092.4082
4217.699021,649.6837103,26122.8316
2350.616245,925.1781894,26152.4664
2073.540787,997.1904382,26182.847
2026.301665,990.8560246,26211.4712
2078.713077,1017.205124,26453.312
2065.59361,981.2645511,26484.236
2059.467631,984.0967075,26515.1108
2041.735931,1004.969242,26544.9127
2034.567777,1009.269742,26574.93
2042.915869,987.7527893,26604.5989
2045.292256,1014.730723,26635.5218
2026.976116,1025.393287,26665.9209
2042.284991,1012.217357,26696.6501
2037.792285,1000.604291,26725.4679
2039.244907,1006.776518,26756.1148
1997.776606,988.8275539,26786.5559
1973.169624,973.2680793,26816.5438
1983.029545,969.9343313,26846.9494
2013.264649,968.4081547,26877.3638
1982.678601,944.4284929,26908.1161
1997.321378,925.9257373,26937.8166
2001.187431,919.451992,26967.4683
2017.769732,936.1513346,26998.0684
2012.374644,941.0866352,27028.8371
2006.540302,912.1407343,27058.2762
2002.209666,914.0963102,27088.0936
2007.274827,931.7896469,27119.1807
2015.397831,953.7831191,27148.6601
2017.340915,937.2629208,27178.669
2033.714452,912.8719701,27209.0576
2028.744942,929.4441153,27239.6487
2043.537173,979.8899921,27269.8343
2023.607939,1196.572298,27301.0393
2022.381192,1196.156745,27330.2457
2024.809083,1170.367658,27359.8417
2032.555864,1158.707454,27389.7382
2064.498569,1137.811664,27419.5878
2044.501627,1181.195537,27512.8667
2049.654479,1155.358627,27544.123
2044.537318,1149.666184,27572.1228
2046.829574,1141.93559,27602.8051
2040.823799,1136.971978,27632.6394
2034.533671,1131.126753,27662.84
2086.63048,969.525782,27692.4767
2097.75635,928.0953009,27722.5745
2092.613789,936.5371981,27753.3838
2164.696022,869.276063,27961.9352
2120.519266,931.6501669,27993.6201
2103.936741,903.0484804,28024.9416
2144.391039,887.980809,28055.6486
2139.720822,914.6136697,28084.0221
2122.710015,944.2693393,28116.0661
2126.131612,943.6953075,28147.535
2134.087571,948.1368894,28175.1651
2136.350809,877.8096407,28237.4826
2165.832015,895.4888256,28266.14
2151.729626,890.7026504,28296.2576
2105.750521,989.4566943,28327.2524
2051.393447,1058.494681,28357.1865
1987.12229,1099.773214,28387.612
2001.544503,1140.919543,28418.1133
2006.134671,1063.897181,28448.1019
2013.117045,1076.014004,28478.4091
2058.100373,1124.00644,28509.8904
2031.332993,1150.038011,28537.9724
2009.619309,1193.505293,28568.6146
1997.856827,1164.459365,28598.928
1997.194392,1132.81016,28628.9485
2035.689081,1120.213758,28658.8241
2027.860635,1136.6339,28689.8895
2007.379768,1168.208332,28720.3035
2038.111382,1137.675669,28749.2225
2080.110367,992.6667709,28779.9878
2067.789209,999.2491118,28989.6497
2047.301726,996.3014894,29022.2121
2019.04497,990.4847781,29053.0693
2017.835574,990.2358216,29082.1762
-277.2480369,596.5364607,29111.8523
-130.7720613,1167.222446,29503.7837
-160.0424537,1186.229124,29534.7285
-124.6304404,1201.475692,29564.7687
-146.7049188,1190.977646,29595.3877
-126.1730193,1203.229655,29626.0578
-124.3835753,1196.403495,29656.42
-115.7545221,1178.125659,29684.7774
1919.238085,958.7481067,29715.653
1984.841749,983.4346453,29745.2971
1972.410354,1069.861657,29777.2171
1958.100454,970.3524845,29806.574
1952.994941,990.1768391,29836.3073
1990.728211,910.8269294,29927.4337
1934.226982,940.8699093,29956.7898
1942.735031,974.5098363,29989.4551
1933.990822,953.9814428,30019.7479
1963.395949,920.2934464,30048.128
1975.961984,944.4557502,30081.3119
1988.332471,964.5763828,30109.3167
2015.396786,1017.712768,30138.7963
2134.47505,1114.807048,30168.8301
2072.034109,1234.058243,30199.4068
2108.095198,1174.295659,30229.595
2061.128419,1122.573467,30263.5762
2106.127877,1102.280341,30288.9887
2088.598274,1133.913328,30319.2999
2120.925595,1176.75601,30349.7988
2123.364418,1150.747268,30380.5867
