timestamp, action_unit_list, facial_expression
835.968,"[1, 2, 5, 6, 15, 17]",Neutral
836.002,"[1, 2, 5, 6, 15, 17]",Neutral
836.035,"[1, 2, 5, 6, 15, 17]",Neutral
836.069,"[1, 2, 5, 6, 15, 17]",Neutral
836.102,"[1, 2, 5, 6, 15, 17]",Neutral
836.135,"[1, 2, 5, 6, 15, 17]",Neutral
836.169,"[1, 2, 5, 6, 15, 17]",Neutral
836.202,"[1, 2, 5, 6, 15, 17]",Neutral
836.235,"[1, 2, 5, 15, 17]",Neutral
836.269,"[1, 2, 5, 15, 17]",Neutral
836.302,"[1, 2, 5, 15, 17]",Neutral
836.336,"[1, 2, 5, 15, 17]",Neutral
836.369,"[1, 2, 5, 15, 17]",Neutral
836.402,"[1, 2, 5, 15, 17]",Neutral
836.436,"[1, 2, 6, 15, 17]",Neutral
836.469,"[1, 2, 6, 15, 17]",Neutral
836.502,"[1, 2, 6, 15, 17]",Neutral
836.536,"[1, 2, 6, 15, 17]",Neutral
836.569,"[1, 2, 6, 15, 17]",Neutral
836.602,"[1, 2, 6, 15, 17]",Neutral
836.636,"[1, 2, 6, 15, 17]",Neutral
836.669,"[1, 2, 6, 15, 17]",Neutral
836.703,"[1, 2, 6, 15, 17]",Neutral
836.736,"[2, 6, 15, 17]",Neutral
836.769,"[2, 6, 15, 17]",Neutral
836.803,"[2, 6, 15, 17]",Neutral
836.836,"[2, 6, 7, 15, 17]",Neutral
836.869,"[2, 6, 7, 15, 17]",Neutral
836.903,"[2, 6, 7, 15, 17]",Neutral
836.936,"[2, 6, 7, 15, 17]",Neutral
836.969,"[2, 6, 7, 15, 17]",Neutral
837.003,"[2, 6, 7, 15, 17]",Neutral
837.036,"[2, 6, 7, 15, 17]",Neutral
837.07,"[2, 6, 7, 15, 17]",Neutral
837.103,"[2, 6, 7, 15, 17]",Neutral
837.136,"[2, 6, 7, 15, 17]",Neutral
837.17,"[2, 6, 7, 15, 17]",Neutral
837.203,"[2, 6, 7, 15, 17]",Neutral
837.236,"[2, 6, 7, 15, 17]",Neutral
837.27,"[2, 6, 15, 17]",Neutral
837.303,"[2, 6, 17]",Neutral
837.337,"[2, 6, 17]",Neutral
837.37,"[2, 6, 17]",Neutral
837.403,"[2, 6, 17]",Neutral
837.437,"[2, 17]",Neutral
837.47,"[2, 17]",Neutral
837.503,"[2, 17]",Neutral
837.537,"[1, 2, 17]",Neutral
837.57,"[1, 2, 17]",Neutral
837.603,"[1, 2, 5, 17]",Neutral
837.637,"[1, 2, 5, 17]",Neutral
837.67,"[1, 2, 5, 17]",Neutral
837.704,"[1, 2, 5, 17]",Neutral
837.737,"[1, 2, 5, 17]",Neutral
837.77,"[1, 2, 5, 17]",Neutral
837.804,"[1, 2, 5, 17]",Neutral
837.837,"[1, 2, 5, 17]",Neutral
837.87,"[1, 2, 17]",Neutral
837.904,"[1, 2, 17]",Neutral
837.937,"[1, 2, 17, 23]",Neutral
837.97,"[1, 2, 17, 23]",Neutral
838.004,"[1, 2, 17, 23]",Neutral
838.037,"[1, 2, 17, 23]",Neutral
838.071,"[1, 2, 17, 23]",Neutral
838.104,"[1, 2, 17]",Neutral
838.137,"[1, 2, 17]",Neutral
838.171,"[1, 2, 17]",Neutral
838.204,"[1, 2, 17]",Neutral
838.237,"[1, 2, 17]",Neutral
838.271,"[1, 2, 17]",Neutral
838.304,"[1, 2, 17]",Neutral
838.338,"[1, 2, 17, 23]",Neutral
838.371,"[1, 2, 17, 23]",Neutral
838.404,"[1, 2, 17, 23]",Neutral
838.438,"[1, 2, 17, 23]",Neutral
838.471,"[1, 2, 17, 23]",Neutral
838.504,"[1, 2, 17, 23]",Neutral
838.538,"[1, 2, 17, 23]",Neutral
838.571,"[1, 2, 17, 23]",Neutral
838.604,"[1, 2, 23]",Neutral
838.638,"[1, 2]",Neutral
838.671,"[1, 2]",Neutral
838.705,"[1, 2]",Neutral
838.738,"[1, 2]",Neutral
838.771,"[1, 2]",Neutral
838.805,"[1, 2]",Neutral
838.838,"[1, 2, 5]",Neutral
838.871,"[1, 2, 5]",Neutral
838.905,"[1, 2, 5]",Neutral
838.938,"[1, 2, 5]",Neutral
838.971,"[1, 2, 5]",Neutral
839.005,"[1, 2, 5]",Neutral
839.038,"[1, 2]",Neutral
839.072,"[1, 2]",Neutral
839.105,"[1, 2]",Neutral
839.138,"[1, 2]",Neutral
839.172,"[1, 2]",Neutral
839.205,"[1, 2]",Neutral
839.238,"[1, 2]",Neutral
839.272,"[1, 2]",Neutral
839.305,"[1, 2, 5]",Neutral
839.339,"[1, 2, 5, 26]",Neutral
839.372,"[1, 2, 26]",Neutral
839.405,"[1, 2, 26]",Neutral
839.439,"[1, 2, 17, 26]",Neutral
839.472,"[1, 2, 17, 26]",Neutral
839.505,"[1, 2, 17, 26]",Neutral
839.539,"[1, 2, 17, 26]",Neutral
839.572,"[1, 2, 17, 26]",Neutral
839.605,"[1, 2, 17, 26]",Neutral
839.639,"[1, 2, 5, 17, 26]",Neutral
839.672,"[1, 2, 5, 17, 26]",Neutral
839.706,"[1, 2, 5, 17, 26]",Neutral
839.739,"[1, 2, 5, 14, 17]",Contempt
839.772,"[1, 2, 5, 14, 17, 20]",Contempt
839.806,"[1, 2, 5, 14, 17, 20]",Contempt
839.839,"[1, 2, 5, 14, 17, 20]",Contempt
839.872,"[1, 2, 5, 14, 17, 20]",Contempt
839.906,"[1, 2, 5, 14, 17, 20]",Contempt
839.939,"[1, 2, 5, 14, 17, 26]",Contempt
839.972,"[1, 2, 5, 14, 17, 26]",Contempt
840.006,"[1, 2, 5, 14, 17, 26]",Contempt
840.039,"[1, 2, 5, 15, 17, 26]",Neutral
840.073,"[1, 2, 5, 6, 15, 17, 26]",Neutral
840.106,"[1, 2, 5, 6, 15, 17, 26]",Neutral
840.139,"[1, 2, 5, 6, 15, 17, 26]",Neutral
840.173,"[1, 2, 5, 6, 14, 15, 17, 26]",Contempt
840.206,"[1, 2, 5, 6, 14, 15, 17, 26]",Contempt
840.239,"[1, 2, 5, 6, 14, 15, 17, 26]",Contempt
840.273,"[1, 2, 5, 6, 14, 15, 17, 26]",Contempt
840.306,"[1, 2, 5, 6, 14, 15, 17, 26]",Contempt
840.34,"[1, 2, 5, 6, 14, 15, 17, 26]",Contempt
840.373,"[1, 2, 5, 6, 14, 15, 17, 26]",Contempt
840.406,"[1, 2, 5, 6, 14, 15, 17, 26]",Contempt
840.44,"[1, 2, 5, 6, 14, 15, 17, 26]",Contempt
840.473,"[1, 2, 5, 6, 14, 15, 17, 26]",Contempt
840.506,"[1, 2, 5, 6, 14, 15, 17, 26]",Contempt
840.54,"[1, 2, 5, 6, 15, 17, 26]",Neutral
840.573,"[1, 2, 5, 6, 15, 17, 26]",Neutral
840.606,"[1, 2, 5, 6, 15, 17, 26]",Neutral
840.64,"[1, 2, 5, 6, 14, 15, 17, 26]",Contempt
840.673,"[1, 2, 5, 6, 14, 15, 17, 26]",Contempt
840.707,"[1, 2, 5, 6, 14, 17, 26]",Contempt
840.74,"[1, 2, 5, 6, 17, 26]",Neutral
840.773,"[1, 2, 5, 6, 15, 17, 26]",Neutral
840.807,"[1, 2, 5, 6, 15, 17, 26]",Neutral
840.84,"[1, 2, 5, 6, 17, 26]",Neutral
840.873,"[1, 2, 5, 6, 17, 26]",Neutral
840.907,"[1, 2, 5, 6, 17, 26]",Neutral
840.94,"[1, 2, 5, 6, 17, 26]",Neutral
840.973,"[1, 2, 5, 6, 17, 26]",Neutral
841.007,"[1, 2, 5, 6, 17, 26]",Neutral
841.04,"[1, 2, 5, 6, 14, 17, 26]",Contempt
841.074,"[1, 2, 5, 6, 14, 17, 26]",Contempt
841.107,"[1, 2, 5, 6, 14, 17, 26]",Contempt
841.14,"[1, 2, 5, 6, 17, 26]",Neutral
841.174,"[1, 2, 5, 6, 17, 26]",Neutral
841.207,"[1, 2, 5, 6, 15, 17, 26]",Neutral
841.24,"[1, 2, 5, 6, 15, 17, 26]",Neutral
841.274,"[1, 2, 5, 6, 15, 17, 26]",Neutral
841.307,"[1, 2, 5, 6, 15, 17, 26]",Neutral
841.341,"[1, 2, 5, 15, 17, 23]",Neutral
841.374,"[1, 2, 5, 15, 17, 23]",Neutral
841.407,"[1, 2, 5, 15, 17, 23]",Neutral
841.441,"[1, 2, 5, 15, 17, 23]",Neutral
841.474,"[1, 2, 5, 15, 17, 23]",Neutral
841.507,"[1, 2, 5, 15, 17, 23]",Neutral
841.541,"[1, 2, 5, 15, 17, 23]",Neutral
841.574,"[1, 2, 5, 15, 17, 23]",Neutral
841.607,"[1, 2, 5, 15, 17, 23]",Neutral
841.641,"[1, 2, 17, 23]",Neutral
841.674,"[1, 2, 17, 23]",Neutral
841.708,"[1, 2, 17, 23]",Neutral
841.741,"[1, 2, 17, 23]",Neutral
841.774,"[1, 2, 17, 23]",Neutral
841.808,"[1, 2, 23]",Neutral
841.841,"[1, 2]",Neutral
841.874,"[1, 2, 5]",Neutral
841.908,"[1, 2, 5]",Neutral
841.941,"[1, 2, 5]",Neutral
841.974,"[1, 2, 5, 15]",Neutral
842.008,"[1, 2, 5, 15]",Neutral
842.041,"[1, 2, 5, 15, 23]",Neutral
842.075,"[1, 2, 5, 15, 23]",Neutral
842.108,"[1, 2, 15, 23]",Neutral
842.141,"[1, 2, 15, 23]",Neutral
842.175,"[1, 2, 15, 23]",Neutral
842.208,"[1, 2, 15, 23]",Neutral
842.241,"[1, 2, 15, 23]",Neutral
842.275,"[1, 2, 15, 23]",Neutral
842.308,"[1, 2, 15, 23]",Neutral
842.342,"[1, 2, 23]",Neutral
842.375,"[1, 2, 23]",Neutral
842.408,"[1, 2, 6, 23]",Neutral
842.442,"[1, 2, 6, 23]",Neutral
842.475,"[1, 2, 6, 23]",Neutral
842.508,"[1, 2, 23]",Neutral
842.542,"[1, 2]",Neutral
842.575,"[1, 2]",Neutral
842.608,"[1, 2]",Neutral
842.642,"[1, 2]",Neutral
842.675,"[1, 2]",Neutral
842.709,"[1, 2]",Neutral
842.742,"[1, 2]",Neutral
842.775,"[1, 2]",Neutral
842.809,"[1, 2]",Neutral
842.842,"[1, 2]",Neutral
842.875,"[1, 2, 7]",Neutral
842.909,"[2, 7]",Neutral
842.942,"[2, 7]",Neutral
842.975,"[2, 7]",Neutral
843.009,"[2, 7, 20]",Neutral
843.042,"[2, 7, 20]",Neutral
843.076,"[2, 7, 20]",Neutral
843.109,"[2, 7, 20]",Neutral
843.142,[2],Neutral
843.176,"[1, 2]",Neutral
843.209,"[1, 2]",Neutral
843.242,"[1, 2, 23]",Neutral
843.276,"[1, 2, 23]",Neutral
843.309,"[1, 2, 23]",Neutral
843.343,"[1, 2, 23]",Neutral
843.376,"[1, 2, 23]",Neutral
843.409,"[1, 2, 23]",Neutral
843.443,"[1, 2, 23]",Neutral
843.476,"[1, 2]",Neutral
843.509,"[1, 2]",Neutral
843.543,"[1, 2]",Neutral
843.576,"[1, 2]",Neutral
843.609,"[1, 2]",Neutral
843.643,"[1, 2]",Neutral
843.676,"[1, 2]",Neutral
843.71,"[1, 2]",Neutral
843.743,"[1, 2]",Neutral
843.776,"[1, 2]",Neutral
843.81,"[1, 2]",Neutral
843.843,"[1, 2]",Neutral
843.876,"[1, 2]",Neutral
843.91,"[1, 2]",Neutral
843.943,"[1, 2]",Neutral
843.976,"[1, 2]",Neutral
844.01,"[1, 2]",Neutral
844.043,"[1, 2]",Neutral
844.077,"[1, 2]",Neutral
844.11,"[1, 2]",Neutral
844.143,[1],Neutral
844.177,"[1, 2]",Neutral
844.21,"[1, 2]",Neutral
844.243,"[1, 2]",Neutral
844.277,"[1, 2]",Neutral
844.31,"[1, 2]",Neutral
844.344,[1],Neutral
844.377,[1],Neutral
844.41,[1],Neutral
844.444,[1],Neutral
844.477,"[1, 20]",Neutral
844.51,"[1, 20]",Neutral
844.544,"[1, 15, 20]",Neutral
844.577,"[1, 15, 20]",Neutral
844.61,"[1, 15, 20]",Neutral
844.644,"[1, 15, 20]",Neutral
844.677,"[1, 7, 15, 20]",Neutral
844.711,"[1, 7, 15, 20]",Neutral
844.744,"[1, 7, 15]",Neutral
844.777,"[1, 7, 15]",Neutral
844.811,"[1, 7]",Neutral
844.844,"[1, 7]",Neutral
844.877,"[1, 7, 15]",Neutral
844.911,"[1, 15]",Neutral
844.944,[1],Neutral
844.977,[7],Neutral
845.011,[],Neutral
845.044,[],Neutral
845.078,[],Neutral
845.111,[],Neutral
845.144,[],Neutral
845.178,[],Neutral
845.211,[],Neutral
845.244,[],Neutral
845.278,[],Neutral
845.311,[],Neutral
845.345,[],Neutral
845.378,[],Neutral
845.411,[],Neutral
845.445,[],Neutral
845.478,[],Neutral
845.511,[],Neutral
845.545,[],Neutral
845.578,[],Neutral
845.611,[],Neutral
845.645,[],Neutral
845.678,[],Neutral
845.712,[],Neutral
845.745,[],Neutral
845.778,[],Neutral
845.812,[],Neutral
845.845,[],Neutral
845.878,[],Neutral
845.912,[],Neutral
845.945,[1],Neutral
845.978,[1],Neutral
846.012,"[1, 2]",Neutral
846.045,"[1, 2, 23]",Neutral
846.079,"[1, 2, 23]",Neutral
846.112,"[1, 2, 23]",Neutral
846.145,"[1, 2, 5, 17, 23]",Neutral
846.179,"[1, 2, 5, 17, 23]",Neutral
846.212,"[1, 2, 5, 17, 23]",Neutral
846.245,"[5, 17, 23]",Neutral
846.279,"[5, 17, 23]",Neutral
846.312,"[4, 5, 9, 17, 23]",Neutral
846.346,"[4, 5, 7, 9, 17, 23]",Neutral
846.379,"[4, 5, 7, 9, 17, 20, 23]",Neutral
846.412,"[4, 5, 7, 9, 17, 20, 23]",Neutral
846.446,"[4, 7, 9, 17, 23]",Neutral
846.479,"[4, 7, 9, 17, 23]",Neutral
846.512,"[4, 7, 9, 17, 23]",Neutral
846.546,"[4, 6, 7, 9, 17, 23]",Neutral
846.579,"[4, 6, 7, 9, 17, 23]",Neutral
846.612,"[4, 6, 7, 9, 17, 23]",Neutral
846.646,"[4, 6, 7, 9, 17, 23]",Neutral
846.679,"[4, 6, 7, 9, 17, 23]",Neutral
846.713,"[4, 6, 7, 9, 17, 23]",Neutral
846.746,"[4, 6, 7, 9, 17, 20, 23]",Neutral
846.779,"[4, 6, 7, 9, 17, 20, 23]",Neutral
846.813,"[4, 6, 7, 9, 17, 20, 23]",Neutral
846.846,"[4, 7, 9, 17, 20, 23]",Neutral
846.879,"[4, 7, 9, 17, 20, 23]",Neutral
846.913,"[4, 7, 9, 17, 20, 23]",Neutral
846.946,"[4, 7, 9, 17, 20, 23]",Neutral
846.979,"[4, 7, 9, 17, 20, 23]",Neutral
847.013,"[4, 7, 9, 17, 20, 23]",Neutral
847.046,"[4, 7, 9, 15, 17, 20, 23]",Neutral
847.08,"[4, 7, 9, 15, 17, 20, 23]",Neutral
847.113,"[4, 7, 9, 15, 17, 20, 23]",Neutral
847.146,"[4, 7, 9, 15, 17, 20, 23]",Neutral
847.18,"[4, 7, 9, 15, 17, 20, 23]",Neutral
847.213,"[4, 7, 9, 15, 17, 23]",Neutral
847.246,"[4, 7, 9, 15, 17, 23]",Neutral
847.28,"[4, 7, 9, 15, 17, 23]",Neutral
847.313,"[4, 7, 9, 15, 17, 23]",Neutral
847.347,"[4, 7, 9, 15, 17, 23]",Neutral
847.38,"[4, 5, 7, 9, 15, 17, 23]",Angry
847.413,"[4, 5, 7, 9, 15, 17, 23]",Angry
847.447,"[4, 5, 7, 9, 15, 17, 23]",Angry
847.48,"[4, 5, 7, 9, 15, 17, 23]",Angry
847.513,"[4, 5, 7, 9, 15, 17, 23]",Angry
847.547,"[4, 7, 9, 15, 17, 20]",Neutral
847.58,"[4, 7, 9, 15, 17, 20]",Neutral
847.613,"[4, 6, 7, 9, 15, 17, 20]",Neutral
847.647,"[4, 6, 7, 9, 15, 17, 20]",Neutral
847.68,"[4, 6, 7, 9, 15, 17, 20]",Neutral
847.714,"[4, 6, 7, 9, 15, 17, 20]",Neutral
847.747,"[4, 6, 7, 9, 15, 17, 20]",Neutral
847.78,"[4, 6, 7, 9, 15, 17, 20]",Neutral
847.814,"[4, 6, 7, 9, 15, 17, 20]",Neutral
847.847,"[4, 7, 9, 15, 20]",Neutral
847.88,"[4, 7, 9, 15, 20]",Neutral
847.914,"[4, 7, 9, 15, 20]",Neutral
847.947,"[4, 7, 9, 15, 20]",Neutral
847.98,"[4, 7, 9, 15, 20]",Neutral
848.014,"[4, 6, 7, 9, 15, 20]",Neutral
848.047,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
848.081,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
848.114,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
848.147,"[4, 6, 7, 9, 17, 20, 23]",Neutral
848.181,"[4, 6, 7, 9, 17, 20, 23]",Neutral
848.214,"[4, 6, 7, 9, 17, 20, 23]",Neutral
848.247,"[4, 6, 7, 9, 17, 20, 23]",Neutral
848.281,"[4, 6, 7, 9, 17, 20, 23]",Neutral
848.314,"[4, 6, 7, 9, 17, 20, 23]",Neutral
848.348,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
848.381,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
848.414,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
848.448,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
848.481,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
848.514,"[4, 6, 7, 9, 15, 17, 20]",Neutral
848.548,"[4, 6, 7, 9, 15, 17, 20]",Neutral
848.581,"[4, 6, 7, 9, 15, 17, 20]",Neutral
848.614,"[4, 6, 7, 9, 15, 17, 20]",Neutral
848.648,"[4, 6, 7, 9, 15, 17, 20]",Neutral
848.681,"[4, 6, 7, 9, 15, 17, 20]",Neutral
848.715,"[4, 6, 7, 9, 15, 17, 20]",Neutral
848.748,"[4, 6, 7, 9, 15, 17, 20]",Neutral
848.781,"[4, 6, 7, 9, 15, 17, 20]",Neutral
848.815,"[4, 6, 7, 9, 15, 17, 20]",Neutral
848.848,"[4, 6, 7, 9, 15, 17, 20]",Neutral
848.881,"[4, 6, 7, 9, 15, 17, 20]",Neutral
848.915,"[4, 6, 7, 9, 15, 17, 20]",Neutral
848.948,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
848.981,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
849.015,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
849.048,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
849.082,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
849.115,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
849.148,"[4, 7, 9, 15, 17, 20, 23]",Neutral
849.182,"[4, 7, 9, 15, 17, 20, 23]",Neutral
849.215,"[4, 7, 9, 15, 17, 20]",Neutral
849.248,"[4, 7, 9, 15, 17, 20]",Neutral
849.282,"[4, 7, 9, 15, 17, 20]",Neutral
849.315,"[4, 7, 9, 15, 17, 20]",Neutral
849.349,"[4, 7, 9, 15, 17, 20]",Neutral
849.382,"[4, 7, 9, 15, 17, 20]",Neutral
849.415,"[4, 7, 9, 15, 17]",Neutral
849.449,"[4, 7, 9, 15, 17, 20, 23]",Neutral
849.482,"[4, 7, 9, 15, 17, 23]",Neutral
849.515,"[4, 7, 9, 15, 17, 23]",Neutral
849.549,"[4, 6, 7, 9, 15, 17, 23]",Neutral
849.582,"[4, 6, 7, 9, 15, 17, 23]",Neutral
849.615,"[4, 6, 7, 9, 15, 17, 23]",Neutral
849.649,"[4, 6, 7, 9, 10, 15, 17, 23]",Neutral
849.682,"[4, 6, 7, 9, 10, 15, 17, 23]",Neutral
849.716,"[4, 6, 7, 9, 10, 15, 17, 23]",Neutral
849.749,"[4, 6, 7, 9, 10, 15, 17, 20, 23]",Neutral
849.782,"[4, 6, 7, 9, 10, 15, 17, 20, 23]",Neutral
849.816,"[4, 6, 7, 9, 10, 15, 17, 20, 23]",Neutral
849.849,"[4, 6, 7, 9, 10, 15, 17, 20, 23]",Neutral
849.882,"[4, 6, 7, 9, 10, 15, 17, 20]",Neutral
849.916,"[4, 6, 7, 9, 10, 15, 17, 20]",Neutral
849.949,"[4, 6, 7, 9, 10, 15, 17, 20]",Neutral
849.982,"[4, 6, 7, 9, 10, 15, 17, 20]",Neutral
850.016,"[4, 6, 7, 9, 10, 15, 17]",Neutral
850.049,"[4, 6, 7, 9, 10, 15, 17]",Neutral
850.083,"[4, 6, 7, 9, 10, 15, 17]",Neutral
850.116,"[4, 6, 7, 9, 10, 15, 17]",Neutral
850.149,"[4, 6, 7, 9, 10, 15, 17]",Neutral
850.183,"[4, 6, 7, 9, 10, 15, 17]",Neutral
850.216,"[4, 6, 7, 9, 10, 15, 17, 20]",Neutral
850.249,"[4, 6, 7, 9, 15, 17, 20]",Neutral
850.283,"[4, 6, 7, 9, 15, 17, 20]",Neutral
850.316,"[4, 6, 7, 9, 15, 17, 20]",Neutral
850.35,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
850.383,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
850.416,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
850.45,"[4, 6, 7, 9, 15, 17, 23]",Neutral
850.483,"[4, 6, 7, 9, 15, 17, 23]",Neutral
850.516,"[4, 6, 7, 9, 15, 17, 23]",Neutral
850.55,"[4, 6, 7, 9, 15, 17, 23]",Neutral
850.583,"[4, 6, 7, 9, 15, 17, 23]",Neutral
850.616,"[4, 6, 7, 9, 17, 23]",Neutral
850.65,"[4, 7, 9, 17, 23]",Neutral
850.683,"[4, 7, 9, 15, 17, 23]",Neutral
850.717,"[4, 7, 9, 15, 17, 23]",Neutral
850.75,"[4, 6, 7, 9, 15, 17, 23]",Neutral
850.783,"[4, 6, 7, 9, 15, 17, 23]",Neutral
850.817,"[4, 6, 7, 9, 17, 23]",Neutral
850.85,"[4, 6, 7, 9, 15, 17, 23]",Neutral
850.883,"[4, 6, 7, 9, 15, 17, 23]",Neutral
850.917,"[4, 6, 7, 9, 15, 17, 23]",Neutral
850.95,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
850.983,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
851.017,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
851.05,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
851.084,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
851.117,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
851.15,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
851.184,"[4, 6, 7, 9, 15, 17, 23]",Neutral
851.217,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
851.25,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
851.284,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
851.317,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
851.351,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
851.384,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
851.417,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
851.451,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
851.484,"[4, 6, 7, 9, 15, 17, 20, 23]",Neutral
851.517,"[4, 6, 7, 9, 15, 17, 20]",Neutral
851.551,"[4, 6, 7, 9, 15, 17, 20]",Neutral
851.584,"[4, 6, 7, 9, 15, 20]",Neutral
851.617,"[4, 7, 15, 20]",Neutral
851.651,"[2, 4, 7]",Neutral
851.684,"[1, 2, 4]",Neutral
851.718,"[1, 2, 4, 17]",Neutral
851.751,"[1, 2, 4, 17]",Neutral
851.784,"[1, 2, 4, 7, 17]",Neutral
851.818,"[4, 6, 7, 17]",Neutral
851.851,"[4, 6, 7, 9, 17, 23]",Neutral
851.884,"[4, 6, 7, 9, 17, 23]",Neutral
851.918,"[4, 6, 7, 9, 17, 23]",Neutral
851.951,"[4, 6, 7, 9, 17, 23]",Neutral
851.984,"[4, 6, 7, 9, 17, 23]",Neutral
852.018,"[4, 6, 7, 9, 17, 23]",Neutral
852.051,"[4, 6, 7, 9, 15, 17, 23]",Neutral
852.085,"[4, 6, 7, 9, 15, 17, 23]",Neutral
852.118,"[4, 6, 7, 9, 15, 17, 23]",Neutral
852.151,"[4, 6, 7, 9, 15, 17, 23]",Neutral
852.185,"[4, 6, 7, 9, 15, 17]",Neutral
852.218,"[4, 6, 7, 9, 15, 17]",Neutral
852.251,"[4, 6, 7, 9, 15, 17]",Neutral
852.285,"[4, 6, 7, 9, 15, 17]",Neutral
852.318,"[4, 6, 7, 9, 15, 17]",Neutral
852.352,"[4, 6, 7, 9, 15, 17]",Neutral
852.385,"[4, 6, 7, 9, 15, 17]",Neutral
852.418,"[4, 6, 7, 9, 15, 17]",Neutral
852.452,"[4, 6, 7, 9, 15, 17]",Neutral
852.485,"[4, 6, 7, 9, 15, 17]",Neutral
852.518,"[4, 6, 7, 9, 15, 17]",Neutral
852.552,"[4, 6, 7, 9, 15, 17]",Neutral
852.585,"[4, 6, 7, 9, 15, 17]",Neutral
852.618,"[4, 6, 7, 9, 15, 17]",Neutral
852.652,"[4, 6, 7, 9, 15, 17]",Neutral
852.685,"[4, 6, 7, 9, 15, 17]",Neutral
852.719,"[4, 6, 7, 9, 15, 17]",Neutral
852.752,"[4, 6, 7, 9, 15, 17]",Neutral
852.785,"[4, 6, 7, 9, 15, 17]",Neutral
852.819,"[4, 6, 7, 9, 15, 17]",Neutral
852.852,"[4, 6, 7, 9, 15, 17]",Neutral
852.885,"[4, 6, 7, 9, 15, 17]",Neutral
852.919,"[4, 6, 7, 9, 15, 17]",Neutral
852.952,"[4, 6, 7, 9, 15, 17]",Neutral
852.985,"[4, 6, 7, 9, 15, 17]",Neutral
853.019,"[4, 6, 7, 9, 15, 17]",Neutral
853.052,"[4, 6, 7, 9, 15, 17]",Neutral
853.086,"[4, 6, 7, 9, 15, 17]",Neutral
853.119,"[4, 6, 7, 9, 15, 17]",Neutral
853.152,"[4, 6, 7, 9, 15, 17]",Neutral
853.186,"[4, 6, 7, 9, 15, 17]",Neutral
853.219,"[4, 6, 7, 9, 15, 17]",Neutral
853.252,"[4, 6, 7, 9, 15, 17]",Neutral
853.286,"[4, 6, 7, 9, 15, 17]",Neutral
853.319,"[4, 6, 7, 9, 15, 17, 20]",Neutral
853.353,"[4, 6, 7, 9, 10, 15, 17, 20]",Neutral
853.386,"[4, 6, 7, 9, 10, 15, 17, 20]",Neutral
853.419,"[4, 6, 7, 9, 10, 15, 17, 20]",Neutral
853.453,"[4, 6, 7, 9, 10, 15, 17, 20]",Neutral
853.486,"[4, 6, 7, 9, 10, 15, 17, 20, 23]",Neutral
853.519,"[4, 6, 7, 9, 10, 15, 17, 23]",Neutral
853.553,"[4, 6, 7, 9, 10, 15, 17, 23]",Neutral
853.586,"[4, 6, 7, 9, 15, 17, 23]",Neutral
853.619,"[4, 6, 7, 9, 15, 17, 23]",Neutral
853.653,"[4, 6, 7, 9, 15, 17, 23]",Neutral
853.686,"[4, 6, 7, 9, 15, 17, 23]",Neutral
853.72,"[4, 6, 7, 9, 15, 17, 23]",Neutral
853.753,"[4, 6, 7, 9, 15, 17, 23]",Neutral
853.786,"[4, 6, 7, 9, 15, 17, 23]",Neutral
853.82,"[4, 6, 7, 9, 15, 17, 23]",Neutral
853.853,"[4, 6, 7, 9, 15, 17, 23]",Neutral
853.886,"[4, 6, 7, 9, 15, 17, 23]",Neutral
853.92,"[4, 6, 7, 9, 15, 17, 23]",Neutral
853.953,"[4, 6, 7, 9, 15, 17, 23]",Neutral
853.986,"[4, 6, 7, 9, 15, 17]",Neutral
