timestamp, action_unit_list, facial_expression
829.996,"[4, 5, 45]",Neutral
830.029,"[4, 5, 45]",Neutral
830.063,"[4, 5, 45]",Neutral
830.096,"[4, 5, 45]",Neutral
830.129,"[4, 5, 45]",Neutral
830.163,"[4, 5, 45]",Neutral
830.196,"[4, 5, 45]",Neutral
830.229,"[4, 5, 45]",Neutral
830.263,"[4, 5]",Neutral
830.296,"[4, 5]",Neutral
830.33,"[4, 5, 7, 12, 25, 26, 45]",Neutral
830.363,"[5, 7, 12, 25, 26, 45]",Neutral
830.396,"[5, 7, 12, 25, 26, 45]",Neutral
830.43,"[5, 7, 12, 25, 26]",Neutral
830.463,"[5, 12, 25, 26]",Neutral
830.496,"[5, 12, 25, 26]",Neutral
830.53,"[5, 12, 25, 26]",Neutral
830.563,"[5, 12, 25, 26]",Neutral
830.596,"[5, 12, 25, 26]",Neutral
830.63,"[5, 12, 25, 26]",Neutral
830.663,"[5, 12, 25, 26]",Neutral
830.697,"[5, 12, 25, 26]",Neutral
830.73,"[5, 12, 25, 26]",Neutral
830.763,"[5, 12, 25, 26]",Neutral
830.797,"[5, 12, 25, 26]",Neutral
830.83,"[5, 12]",Neutral
830.863,"[5, 12]",Neutral
830.897,"[5, 7, 12]",Neutral
830.93,"[5, 7, 12, 45]",Neutral
830.963,"[5, 7, 12, 45]",Neutral
830.997,"[5, 7, 12, 45]",Neutral
831.03,"[5, 7, 12, 25, 45]",Neutral
831.064,"[5, 7, 12, 25, 45]",Neutral
831.097,"[5, 7, 12, 25, 45]",Neutral
831.13,"[5, 6, 7, 12, 25, 45]",Happy
831.164,"[5, 6, 7, 12, 25, 45]",Happy
831.197,"[5, 6, 7, 12, 25, 45]",Happy
831.23,"[4, 5, 6, 7, 12, 25, 45]",Happy
831.264,"[4, 5, 6, 7, 12, 25, 45]",Happy
831.297,"[4, 5, 6, 7, 12, 25, 45]",Happy
831.331,"[4, 5, 6, 7, 12, 25, 45]",Happy
831.364,"[4, 5, 6, 7, 12, 25, 45]",Happy
831.397,"[4, 5, 6, 7, 12, 25, 45]",Happy
831.431,"[4, 5, 6, 7, 12, 25, 45]",Happy
831.464,"[4, 5, 6, 7, 12, 25, 45]",Happy
831.497,"[4, 5, 6, 7, 12, 25, 45]",Happy
831.531,"[4, 5, 6, 7, 12, 25, 45]",Happy
831.564,"[4, 5, 6, 7, 12, 25, 45]",Happy
831.597,"[4, 5, 6, 7, 12, 25, 45]",Happy
831.631,"[5, 6, 7, 12, 25, 45]",Happy
831.664,"[5, 6, 7, 12, 25]",Happy
831.698,"[5, 7, 12, 25]",Neutral
831.731,"[5, 7, 12, 25]",Neutral
831.764,"[5, 7, 12, 25]",Neutral
831.798,"[5, 7, 12, 25]",Neutral
831.831,"[5, 6, 7, 12, 25, 45]",Happy
831.864,"[5, 6, 7, 12, 25, 45]",Happy
831.898,"[5, 6, 7, 12, 25, 45]",Happy
831.931,"[5, 6, 7, 10, 12, 25, 45]",Happy
831.964,"[5, 6, 7, 10, 12, 25, 45]",Happy
831.998,"[5, 6, 7, 10, 12, 25, 45]",Happy
832.031,"[5, 6, 7, 10, 12]",Neutral
832.065,"[5, 6, 7, 10, 12]",Neutral
832.098,"[5, 6, 7, 10, 12]",Neutral
832.131,"[5, 6, 7, 10, 12]",Neutral
832.165,"[5, 6, 7, 10, 12, 45]",Neutral
832.198,"[5, 6, 7, 10, 12, 45]",Neutral
832.231,"[5, 6, 7, 10, 12, 45]",Neutral
832.265,"[5, 6, 7, 10, 12, 45]",Neutral
832.298,"[5, 6, 7, 10, 12, 45]",Neutral
832.332,"[5, 6, 7, 10, 12, 45]",Neutral
832.365,"[5, 6, 7, 10, 12, 45]",Neutral
832.398,"[5, 6, 7, 10, 12, 45]",Neutral
832.432,"[5, 6, 7, 10, 12, 25, 45]",Happy
832.465,"[5, 6, 7, 10, 12, 25, 45]",Happy
832.498,"[5, 6, 7, 10, 12, 25, 45]",Happy
832.532,"[5, 6, 7, 10, 12, 25, 45]",Happy
832.565,"[5, 6, 7, 10, 12, 25, 45]",Happy
832.598,"[4, 5, 7, 10, 12, 25, 45]",Neutral
832.632,"[4, 5, 7, 45]",Neutral
832.665,"[4, 5, 7, 45]",Neutral
832.699,"[4, 5, 7, 45]",Neutral
832.732,"[4, 5, 7, 45]",Neutral
832.765,"[4, 5, 7, 45]",Neutral
832.799,"[4, 5, 7, 45]",Neutral
832.832,"[4, 5, 6, 7, 45]",Neutral
832.865,"[4, 5, 6, 7, 45]",Neutral
832.899,"[4, 5, 6, 7, 45]",Neutral
832.932,"[4, 5, 6, 7, 45]",Neutral
832.965,"[4, 5, 6, 7]",Neutral
832.999,"[4, 5, 6, 7]",Neutral
833.032,"[5, 6, 7]",Neutral
833.066,"[5, 6, 7]",Neutral
833.099,"[5, 6, 7]",Neutral
833.132,"[5, 7, 12]",Neutral
833.166,"[5, 7, 12]",Neutral
833.199,"[5, 7, 12]",Neutral
833.232,"[5, 7, 12]",Neutral
833.266,"[5, 7, 12]",Neutral
833.299,"[5, 6, 7, 12]",Neutral
833.333,"[5, 6, 7, 12]",Neutral
833.366,"[5, 6, 7, 12]",Neutral
833.399,"[5, 6, 7, 12]",Neutral
833.433,"[5, 6, 7, 12]",Neutral
833.466,"[5, 6, 7, 12]",Neutral
833.499,"[5, 6, 7, 12]",Neutral
833.533,"[5, 6, 7, 12, 45]",Neutral
833.566,"[5, 7, 12, 45]",Neutral
833.599,"[4, 5, 7, 12, 45]",Neutral
833.633,"[4, 5, 7, 12, 45]",Neutral
833.666,"[4, 5, 7, 12, 45]",Neutral
833.7,"[4, 5, 7, 12, 45]",Neutral
833.733,"[4, 5, 7, 12, 45]",Neutral
833.766,"[4, 5, 7, 12, 45]",Neutral
833.8,"[4, 5, 7, 12, 45]",Neutral
833.833,"[4, 5, 7, 12, 45]",Neutral
833.866,"[4, 5, 6, 7, 12, 45]",Neutral
833.9,"[4, 5, 6, 7, 12, 45]",Neutral
833.933,"[4, 5, 6, 7, 12, 45]",Neutral
833.966,"[4, 5, 6, 7, 12, 45]",Neutral
834.0,"[5, 7, 12, 45]",Neutral
834.033,"[5, 7, 12, 45]",Neutral
834.067,"[5, 7, 12]",Neutral
834.1,"[4, 5, 7, 12]",Neutral
834.133,"[1, 4, 5, 7, 12]",Neutral
834.167,"[1, 4, 5, 7, 12]",Neutral
834.2,"[1, 4, 5, 7, 15]",Neutral
834.233,"[1, 4, 5, 15]",Neutral
834.267,"[1, 4, 5, 15]",Neutral
834.3,"[1, 4, 5, 15, 17]",Anger
834.334,"[1, 4, 5, 15, 17]",Anger
834.367,"[1, 4, 5, 15, 17]",Anger
834.4,"[1, 4, 5, 17]",Neutral
834.434,"[1, 4, 5, 17]",Neutral
834.467,"[1, 4, 5, 17]",Neutral
834.5,"[1, 4, 5, 17, 25]",Neutral
834.534,"[1, 4, 5, 17, 25]",Neutral
834.567,"[1, 4, 5, 17, 25]",Neutral
834.6,"[1, 4, 5, 17, 25]",Neutral
834.634,"[1, 4, 5, 17, 25]",Neutral
834.667,"[1, 4, 5, 17, 25]",Neutral
834.701,"[1, 4, 5, 20, 25]",Neutral
834.734,"[1, 4, 5, 20, 25]",Neutral
834.767,"[1, 4, 5, 20, 25]",Neutral
834.801,"[1, 4, 5, 20, 25, 26]",Neutral
834.834,"[1, 4, 5, 20, 25, 26]",Neutral
834.867,"[4, 5, 20, 25, 26, 45]",Neutral
834.901,"[4, 5, 20, 25, 26, 45]",Neutral
834.934,"[4, 5, 20, 25, 26]",Neutral
834.967,"[4, 5, 20, 25, 26]",Neutral
835.001,"[4, 5, 7, 25, 26, 45]",Neutral
835.034,"[4, 5, 7, 25, 26, 45]",Neutral
835.068,"[4, 5, 7, 25, 26, 45]",Neutral
835.101,"[4, 5, 7, 25, 26]",Neutral
835.134,"[4, 5, 7, 25, 26]",Neutral
835.168,"[4, 5, 7, 25, 26]",Neutral
835.201,"[4, 5, 7, 25, 45]",Neutral
835.234,"[4, 5, 7, 25, 45]",Neutral
835.268,"[4, 5, 7, 25, 45]",Neutral
835.301,"[4, 5, 7, 9, 25, 45]",Neutral
835.335,"[4, 5, 7, 9, 20, 25, 45]",Neutral
835.368,"[4, 5, 7, 9, 20, 23, 25, 45]",Neutral
835.401,"[4, 5, 7, 9, 20, 23, 25, 45]",Neutral
835.435,"[4, 5, 7, 9, 20, 23, 25, 45]",Neutral
835.468,"[4, 5, 9, 20, 23, 25, 45]",Neutral
835.501,"[4, 5, 9, 17, 20, 23, 45]",Neutral
835.535,"[4, 5, 17, 20, 45]",Neutral
835.568,"[4, 5, 17, 45]",Neutral
835.601,"[4, 5, 17, 45]",Neutral
835.635,"[4, 5, 17, 45]",Neutral
835.668,"[4, 5, 17, 45]",Neutral
835.702,"[4, 5, 17, 25, 45]",Neutral
835.735,"[4, 5, 17, 25, 45]",Neutral
835.768,"[4, 5, 17, 25, 45]",Neutral
835.802,"[4, 5, 17, 25, 45]",Neutral
835.835,"[4, 5, 17, 25, 45]",Neutral
835.868,"[4, 5, 17, 25, 45]",Neutral
835.902,"[4, 5, 17, 45]",Neutral
835.935,"[4, 5, 17, 45]",Neutral
835.968,"[4, 5, 17, 45]",Neutral
836.002,"[4, 5, 17, 45]",Neutral
836.035,"[4, 5, 17, 45]",Neutral
836.069,"[4, 5, 17, 45]",Neutral
836.102,"[4, 5, 17, 45]",Neutral
836.135,"[4, 5, 17, 45]",Neutral
836.169,"[4, 5, 7, 17, 45]",Neutral
836.202,"[4, 5, 17, 45]",Neutral
836.235,"[4, 5, 17, 45]",Neutral
836.269,"[4, 5, 17, 45]",Neutral
836.302,"[4, 5, 25, 45]",Neutral
836.336,"[4, 5, 25, 45]",Neutral
836.369,"[4, 5, 12, 25, 45]",Neutral
836.402,"[4, 5, 12, 25, 45]",Neutral
836.436,"[4, 5, 12, 25, 45]",Neutral
836.469,"[4, 5, 25, 45]",Neutral
836.502,"[4, 5, 45]",Neutral
836.536,"[4, 5, 45]",Neutral
836.569,"[4, 5, 17, 45]",Neutral
836.602,"[4, 5, 17, 45]",Neutral
836.636,"[4, 5, 17, 45]",Neutral
836.669,"[4, 5, 17, 45]",Neutral
836.703,"[4, 5, 17, 45]",Neutral
836.736,"[4, 5, 17, 45]",Neutral
836.769,"[4, 5, 17, 45]",Neutral
836.803,"[4, 5, 17, 45]",Neutral
836.836,"[4, 5, 7, 17, 45]",Neutral
836.869,"[4, 5, 7, 17, 45]",Neutral
836.903,"[4, 5, 7, 45]",Neutral
836.936,"[4, 5, 7, 45]",Neutral
836.969,"[4, 5, 7, 45]",Neutral
837.003,"[4, 5, 7, 45]",Neutral
837.036,"[4, 5, 7, 45]",Neutral
837.07,"[4, 5, 7, 17, 45]",Neutral
837.103,"[4, 5, 7, 17, 45]",Neutral
837.136,"[4, 5, 7, 17, 45]",Neutral
837.17,"[4, 5, 7, 17, 45]",Neutral
837.203,"[4, 5, 7, 17, 45]",Neutral
837.236,"[4, 5, 7, 45]",Neutral
837.27,"[4, 5, 7, 45]",Neutral
837.303,"[4, 5, 45]",Neutral
837.337,"[4, 5, 17, 45]",Neutral
837.37,"[4, 5, 45]",Neutral
837.403,"[4, 5, 45]",Neutral
837.437,"[4, 5, 45]",Neutral
837.47,"[4, 5, 7, 45]",Neutral
837.503,"[4, 5, 7, 45]",Neutral
837.537,"[4, 5, 7, 45]",Neutral
837.57,"[4, 5, 7, 45]",Neutral
837.603,"[4, 5, 7, 45]",Neutral
837.637,"[4, 5, 7, 45]",Neutral
837.67,"[4, 5, 7, 45]",Neutral
837.704,"[4, 5, 7, 45]",Neutral
837.737,"[4, 5, 7, 45]",Neutral
837.77,"[4, 5, 7, 45]",Neutral
837.804,"[4, 5, 7, 45]",Neutral
837.837,"[4, 5, 7, 45]",Neutral
837.87,"[4, 5, 7, 25, 45]",Neutral
837.904,"[4, 5, 7, 25, 45]",Neutral
837.937,"[4, 5, 7, 25, 45]",Neutral
837.97,"[4, 5, 7, 25, 45]",Neutral
838.004,"[4, 5, 7, 25, 26, 45]",Neutral
838.037,"[4, 5, 7, 25, 26, 45]",Neutral
838.071,"[4, 5, 7, 25, 26, 45]",Neutral
838.104,"[4, 5, 7, 25, 26, 45]",Neutral
838.137,"[4, 5, 7, 25, 26, 45]",Neutral
838.171,"[4, 5, 7, 25, 26, 45]",Neutral
838.204,"[4, 5, 7, 17, 45]",Neutral
838.237,"[4, 5, 7, 17, 45]",Neutral
838.271,"[4, 5, 7, 17, 45]",Neutral
838.304,"[4, 5, 7, 17, 45]",Neutral
838.338,"[4, 5, 7, 17, 45]",Neutral
838.371,"[4, 5, 7, 17, 45]",Neutral
838.404,"[4, 5, 7, 25, 45]",Neutral
838.438,"[4, 5, 7, 25, 45]",Neutral
838.471,"[4, 5, 7, 25, 45]",Neutral
838.504,"[4, 5, 7, 25, 45]",Neutral
838.538,"[4, 5, 7, 25, 45]",Neutral
838.571,"[4, 5, 7, 25, 45]",Neutral
838.604,"[4, 5, 7, 45]",Neutral
838.638,"[4, 5, 7, 45]",Neutral
838.671,"[4, 5, 7, 45]",Neutral
838.705,"[4, 5, 7, 45]",Neutral
838.738,"[4, 5, 7, 45]",Neutral
838.771,"[4, 5, 7, 45]",Neutral
838.805,"[4, 5, 7, 25, 45]",Neutral
838.838,"[4, 5, 7, 25, 45]",Neutral
838.871,"[4, 5, 25, 45]",Neutral
838.905,"[4, 5, 25, 45]",Neutral
838.938,"[4, 5, 45]",Neutral
838.971,"[4, 5, 45]",Neutral
839.005,"[4, 5, 7, 45]",Neutral
839.038,"[4, 5, 7, 45]",Neutral
839.072,"[4, 5, 7, 45]",Neutral
839.105,"[4, 5, 7, 25]",Neutral
839.138,"[4, 5, 7, 25]",Neutral
839.172,"[4, 5, 7, 25]",Neutral
839.205,"[4, 5, 7, 25, 26]",Neutral
839.238,"[4, 5, 7, 25, 26]",Neutral
839.272,"[4, 5, 7, 25, 26]",Neutral
839.305,"[1, 4, 5, 7, 25, 26]",Neutral
839.339,"[1, 5, 7, 25, 26]",Neutral
839.372,"[1, 5, 7, 25, 26]",Neutral
839.405,"[1, 4, 5, 7, 25, 26]",Neutral
839.439,"[1, 4, 5, 7, 25, 26]",Neutral
839.472,"[1, 4, 5, 25, 26]",Neutral
839.505,"[1, 4, 5, 25, 26]",Neutral
839.539,"[1, 4, 5, 25, 26]",Neutral
839.572,"[1, 4, 5, 7, 25, 26]",Neutral
839.605,"[1, 5, 7, 25, 26]",Neutral
839.639,"[1, 5, 7, 25, 26]",Neutral
839.672,"[1, 5, 7, 25, 26]",Neutral
839.706,"[1, 5, 7, 25, 26]",Neutral
839.739,"[1, 5, 25, 26]",Neutral
839.772,"[1, 5, 25, 26]",Neutral
839.806,"[1, 5, 12, 25, 26]",Neutral
839.839,"[1, 5, 12, 25, 26]",Neutral
839.872,"[1, 4, 5, 12, 25, 26]",Neutral
839.906,"[1, 4, 5, 12]",Neutral
839.939,"[1, 4, 5, 12]",Neutral
839.972,"[1, 4, 5, 12]",Neutral
840.006,"[1, 4, 5, 7, 12]",Neutral
840.039,"[1, 4, 5, 7, 12]",Neutral
840.073,"[1, 5, 7, 12]",Neutral
840.106,"[5, 7, 12, 25]",Neutral
840.139,"[5, 7, 12, 25]",Neutral
840.173,"[5, 7, 25]",Neutral
840.206,"[5, 7, 25]",Neutral
840.239,"[5, 6, 7, 12, 25]",Happy
840.273,"[5, 6, 7, 12, 25]",Happy
840.306,"[5, 6, 7, 12, 25]",Happy
840.34,"[5, 6, 7, 12, 25]",Happy
840.373,"[5, 6, 25]",Neutral
840.406,"[5, 6, 7, 25]",Neutral
840.44,"[5, 6, 25]",Neutral
840.473,"[5, 6, 25]",Neutral
840.506,"[5, 6, 25]",Neutral
840.54,"[5, 6, 7, 25]",Neutral
840.573,"[5, 6, 7, 25]",Neutral
840.606,"[5, 7]",Neutral
840.64,"[5, 7]",Neutral
840.673,"[5, 7]",Neutral
840.707,"[5, 7, 17]",Neutral
840.74,"[5, 7, 17]",Neutral
840.773,"[5, 7, 12, 17]",Neutral
840.807,"[5, 7, 12, 17]",Neutral
840.84,"[5, 7, 12, 17]",Neutral
840.873,"[5, 7, 12, 17]",Neutral
840.907,"[5, 7, 12, 17]",Neutral
840.94,"[5, 7, 12, 17]",Neutral
840.973,"[5, 7, 12, 17]",Neutral
841.007,"[5, 6, 7, 12]",Neutral
841.04,"[5, 6, 7, 12, 25]",Happy
841.074,"[5, 6, 7, 12, 25]",Happy
841.107,"[5, 6, 7, 12, 25]",Happy
841.14,"[5, 6, 7, 12, 25]",Happy
841.174,"[5, 6, 7, 12, 25]",Happy
841.207,"[5, 6, 7, 12]",Neutral
841.24,"[4, 5, 7, 12]",Neutral
841.274,"[4, 5, 7, 12]",Neutral
841.307,"[4, 5, 7, 12]",Neutral
841.341,"[4, 5, 7, 12]",Neutral
841.374,"[4, 5, 7, 12]",Neutral
841.407,"[5, 7, 12, 25]",Neutral
841.441,"[5, 7, 12, 25]",Neutral
841.474,"[5, 7, 12, 25]",Neutral
841.507,"[5, 6, 7, 10, 12, 25, 26]",Happy
841.541,"[5, 6, 7, 10, 12, 25, 26]",Happy
841.574,"[5, 6, 7, 10, 12, 25, 26]",Happy
841.607,"[5, 6, 7, 10, 12, 25, 26]",Happy
841.641,"[5, 6, 7, 10, 12, 25, 26]",Happy
841.674,"[5, 6, 7, 10, 12, 25, 26]",Happy
841.708,"[5, 7, 10, 12, 25, 26]",Neutral
841.741,"[5, 7, 10, 12, 25, 26]",Neutral
841.774,"[5, 7, 10, 12, 25, 26]",Neutral
841.808,"[5, 7, 10, 12, 25, 26]",Neutral
841.841,"[4, 5, 6, 7, 12, 25, 26]",Happy
841.874,"[4, 5, 6, 7, 12, 25, 26]",Happy
841.908,"[4, 5, 6, 7, 12, 25, 26]",Happy
841.941,"[4, 5, 6, 7, 12, 25, 26]",Happy
841.974,"[4, 5, 6, 7, 12, 25, 26]",Happy
842.008,"[4, 5, 6, 7, 12, 25, 26]",Happy
842.041,"[4, 5, 6, 7, 12, 25, 26]",Happy
842.075,"[4, 5, 6, 7, 12, 25, 26]",Happy
842.108,"[4, 5, 7, 45]",Neutral
842.141,"[4, 5, 7, 45]",Neutral
842.175,"[4, 5, 7, 45]",Neutral
842.208,"[4, 5, 7, 17, 45]",Neutral
842.241,"[4, 5, 7, 17, 45]",Neutral
842.275,"[4, 5, 7, 17, 45]",Neutral
842.308,"[4, 5, 7, 17, 45]",Neutral
842.342,"[4, 5, 7, 17, 45]",Neutral
842.375,"[4, 5, 7, 17, 45]",Neutral
842.408,"[4, 5, 7, 17]",Neutral
842.442,"[4, 5, 7, 17]",Neutral
842.475,"[4, 5, 7, 17]",Neutral
842.508,"[4, 5, 7]",Neutral
842.542,"[4, 5, 7]",Neutral
842.575,"[4, 5, 7]",Neutral
842.608,"[2, 4, 5, 7]",Neutral
842.642,"[2, 4, 5, 17]",Neutral
842.675,"[2, 4, 5, 17]",Neutral
842.709,"[2, 4, 5, 17]",Neutral
842.742,"[2, 4, 5, 17]",Neutral
842.775,"[2, 4, 5, 17]",Neutral
842.809,"[2, 4, 5, 17]",Neutral
842.842,"[2, 4, 5, 17, 45]",Neutral
842.875,"[2, 4, 5, 17, 45]",Neutral
842.909,"[2, 4, 5, 17, 45]",Neutral
842.942,"[2, 4, 5, 17, 45]",Neutral
842.975,"[2, 4, 5, 17]",Neutral
843.009,"[2, 4, 5, 17, 45]",Neutral
843.042,"[2, 4, 5, 17, 45]",Neutral
843.076,"[2, 4, 5, 17, 45]",Neutral
843.109,"[2, 4, 5, 17, 45]",Neutral
843.142,"[2, 4, 5, 17, 45]",Neutral
843.176,"[2, 4, 5, 17, 45]",Neutral
843.209,"[2, 4, 5, 17, 45]",Neutral
843.242,"[2, 4, 5, 17, 45]",Neutral
843.276,"[2, 4, 5, 17, 45]",Neutral
843.309,"[4, 5, 17, 45]",Neutral
843.343,"[4, 5, 17, 45]",Neutral
843.376,"[4, 5, 17, 45]",Neutral
843.409,"[4, 5, 17, 45]",Neutral
843.443,"[4, 5, 17, 45]",Neutral
843.476,"[4, 5, 17, 45]",Neutral
843.509,"[4, 5, 17]",Neutral
843.543,"[4, 5, 12, 17]",Neutral
843.576,"[4, 5, 12, 17]",Neutral
843.609,"[4, 5, 7, 12, 17, 25]",Neutral
843.643,"[4, 5, 7, 12, 25]",Neutral
843.676,"[4, 5, 7, 12, 25]",Neutral
843.71,"[4, 5, 7, 12, 25]",Neutral
843.743,"[4, 5, 7, 12, 25]",Neutral
843.776,"[4, 5, 7, 12, 25]",Neutral
843.81,"[4, 5, 7, 12, 25, 26]",Neutral
843.843,"[4, 5, 7, 12, 25, 26]",Neutral
843.876,"[4, 5, 7, 12, 25, 26]",Neutral
843.91,"[4, 5, 7, 12, 25, 26]",Neutral
843.943,"[4, 5, 7, 12, 25, 26]",Neutral
843.976,"[4, 5, 7, 12, 25, 26]",Neutral
844.01,"[4, 5, 7, 12, 25, 26]",Neutral
844.043,"[4, 5, 7, 12, 25, 26]",Neutral
844.077,"[5, 7, 12, 25, 26]",Neutral
844.11,"[5, 7, 12, 25, 26]",Neutral
844.143,"[5, 7, 12, 25, 26]",Neutral
844.177,"[5, 7, 12, 25, 26]",Neutral
844.21,"[5, 7, 12]",Neutral
844.243,"[5, 7, 12]",Neutral
844.277,"[5, 7, 12]",Neutral
844.31,"[5, 7, 12, 17]",Neutral
844.344,"[5, 7, 12, 17]",Neutral
844.377,"[5, 7, 12, 17]",Neutral
844.41,"[5, 7, 12, 17]",Neutral
844.444,"[5, 7, 12, 17]",Neutral
844.477,"[5, 7, 12, 17]",Neutral
844.51,"[4, 5, 7, 12]",Neutral
844.544,"[4, 5, 7, 12]",Neutral
844.577,"[4, 5, 7, 12]",Neutral
844.61,"[4, 5, 7, 12, 25]",Neutral
844.644,"[4, 5, 7, 12, 25]",Neutral
844.677,"[4, 5, 7, 12, 25]",Neutral
844.711,"[4, 5, 7, 12, 25]",Neutral
844.744,"[4, 5, 7, 12, 25]",Neutral
844.777,"[4, 5, 7, 12, 25]",Neutral
844.811,"[4, 5, 7, 12, 25]",Neutral
844.844,"[4, 5, 7, 12, 25]",Neutral
844.877,"[4, 5, 7, 12, 25]",Neutral
844.911,"[4, 5, 7, 12, 25]",Neutral
844.944,"[4, 5, 7, 12, 25]",Neutral
844.977,"[4, 5, 7, 12, 25]",Neutral
845.011,"[5, 7, 10, 12, 25, 26]",Neutral
845.044,"[5, 6, 7, 10, 12, 25, 26]",Happy
845.078,"[5, 6, 7, 10, 12, 25, 26]",Happy
845.111,"[5, 6, 7, 10, 12, 25, 26]",Happy
845.144,"[5, 6, 7, 10, 12, 25, 26]",Happy
845.178,"[5, 7, 10, 12, 25, 26]",Neutral
845.211,"[5, 6, 7, 10, 12, 25, 26]",Happy
845.244,"[5, 7, 10, 12, 25, 26]",Neutral
845.278,"[5, 7, 10, 12, 25, 26]",Neutral
845.311,"[5, 7, 10, 12, 25, 26]",Neutral
845.345,"[5, 7, 10, 12, 25, 26]",Neutral
845.378,"[5, 7, 10, 12, 25, 26]",Neutral
845.411,"[5, 7, 10, 12, 25, 26]",Neutral
845.445,"[5, 7, 10, 12, 25, 26]",Neutral
845.478,"[4, 5, 7, 10, 12, 25, 26]",Neutral
845.511,"[4, 5, 7, 12, 25, 26]",Neutral
845.545,"[5, 7, 12, 17, 25, 26]",Neutral
845.578,"[5, 7, 12, 17, 25, 26]",Neutral
845.611,"[5, 7, 12, 17]",Neutral
845.645,"[5, 7, 12, 17]",Neutral
845.678,"[5, 7, 12, 17]",Neutral
845.712,"[5, 7, 12, 17]",Neutral
845.745,"[5, 7, 12, 17]",Neutral
845.778,"[4, 5, 7, 12, 17]",Neutral
845.812,"[4, 5, 7, 12, 17, 25, 26]",Neutral
845.845,"[4, 5, 7, 12, 25, 26]",Neutral
845.878,"[4, 5, 7, 12, 25, 26]",Neutral
845.912,"[4, 5, 7, 12, 25, 26]",Neutral
845.945,"[4, 5, 7, 12, 25, 26]",Neutral
845.978,"[4, 5, 7, 12, 25, 26]",Neutral
846.012,"[4, 5, 7, 12, 25, 26]",Neutral
846.045,"[4, 5, 7, 12, 25, 26]",Neutral
846.079,"[4, 5, 7, 12, 25, 26]",Neutral
846.112,"[4, 5, 12, 25, 26]",Neutral
846.145,"[4, 5, 12, 25, 26]",Neutral
846.179,"[4, 5, 12, 25, 26]",Neutral
846.212,"[4, 5, 12, 25, 26]",Neutral
846.245,"[4, 5, 12, 25, 26]",Neutral
846.279,"[4, 5, 12, 25, 26]",Neutral
846.312,"[4, 5, 17]",Neutral
846.346,"[4, 5, 17]",Neutral
846.379,"[2, 4, 5, 17]",Neutral
846.412,"[2, 4, 5, 17, 45]",Neutral
846.446,"[4, 5, 17, 45]",Neutral
846.479,"[4, 5, 17, 45]",Neutral
846.512,"[2, 4, 5, 17, 45]",Neutral
846.546,"[2, 4, 5, 17, 45]",Neutral
846.579,"[2, 4, 5, 17, 45]",Neutral
846.612,"[2, 4, 5, 17, 45]",Neutral
846.646,"[2, 4, 5, 17, 45]",Neutral
846.679,"[2, 4, 5, 17, 45]",Neutral
846.713,"[2, 4, 5, 17, 45]",Neutral
846.746,"[4, 5, 17, 45]",Neutral
846.779,"[4, 5, 17, 45]",Neutral
846.813,"[1, 4, 5]",Neutral
846.846,"[1, 4, 5]",Neutral
846.879,"[1, 4, 5]",Neutral
846.913,"[1, 5, 12]",Neutral
846.946,"[1, 5, 12]",Neutral
846.979,"[1, 5, 12]",Neutral
847.013,"[1, 5, 12]",Neutral
847.046,"[1, 5, 12]",Neutral
847.08,"[1, 5, 12]",Neutral
847.113,"[1, 5, 12, 25]",Neutral
847.146,"[1, 5, 25, 26]",Neutral
847.18,"[1, 5, 25, 26]",Neutral
847.213,"[1, 5, 7, 25, 26]",Neutral
847.246,"[1, 5, 7, 25, 26]",Neutral
847.28,"[1, 5, 7, 25, 26]",Neutral
847.313,"[5, 7, 17]",Neutral
847.347,"[5, 7, 17]",Neutral
847.38,"[5, 7, 17]",Neutral
847.413,"[5, 7, 17]",Neutral
847.447,"[5, 7, 15, 17]",Neutral
847.48,"[4, 5, 7, 15, 17]",Anger
847.513,"[4, 5, 7, 15, 17]",Anger
847.547,"[4, 5, 7, 15, 17]",Anger
847.58,"[4, 5, 7, 15, 17]",Anger
847.613,"[4, 5, 7, 15, 17]",Anger
847.647,"[5, 7, 15, 17]",Neutral
847.68,"[5, 7, 17]",Neutral
847.714,"[5, 7, 17]",Neutral
847.747,"[5, 7, 17]",Neutral
847.78,"[4, 5, 7, 17]",Neutral
847.814,"[4, 5, 7, 17]",Neutral
847.847,"[4, 5, 7, 17, 45]",Neutral
847.88,"[4, 5, 7, 17, 45]",Neutral
847.914,"[4, 5, 7, 17, 45]",Neutral
847.947,"[4, 5, 7, 17, 45]",Neutral
847.98,"[4, 5, 7, 17, 45]",Neutral
848.014,"[4, 5, 7, 25, 45]",Neutral
848.047,"[4, 5, 7, 25, 45]",Neutral
848.081,"[4, 5, 7, 25, 45]",Neutral
848.114,"[4, 5, 7, 25, 45]",Neutral
848.147,"[4, 5, 7, 25, 45]",Neutral
848.181,"[4, 5, 25, 45]",Neutral
848.214,"[4, 5, 25, 45]",Neutral
848.247,"[4, 5, 25, 45]",Neutral
848.281,"[4, 5, 25, 45]",Neutral
848.314,"[4, 5, 17, 45]",Neutral
848.348,"[1, 4, 5, 17]",Neutral
848.381,"[1, 2, 4, 5, 17]",Neutral
848.414,"[1, 2, 4, 5, 17]",Neutral
848.448,"[1, 2, 4, 5, 17]",Neutral
848.481,"[1, 2, 4, 5, 17]",Neutral
848.514,"[1, 2, 4, 5, 12, 17]",Neutral
848.548,"[1, 4, 5, 12]",Neutral
