timestamp, action_unit_list, facial_expression
1137.603,"[5, 7, 17]",Neutral
1137.637,"[5, 7, 17]",Neutral
1137.67,"[5, 7, 17]",Neutral
1137.703,"[5, 7, 17]",Neutral
1137.737,"[5, 7, 17]",Neutral
1137.77,"[5, 7, 17]",Neutral
1137.803,"[5, 7, 12, 25, 26]",Neutral
1137.837,"[5, 7, 12, 25, 26]",Neutral
1137.87,"[5, 7, 12, 25, 26]",Neutral
1137.903,"[5, 7, 12, 25, 26]",Neutral
1137.937,"[5, 7, 12, 25, 26]",Neutral
1137.97,"[5, 7, 12, 25, 26]",Neutral
1138.004,"[5, 7, 12, 17]",Neutral
1138.037,"[5, 7, 12, 17]",Neutral
1138.07,"[5, 7, 12, 17]",Neutral
1138.104,"[5, 7, 12, 17]",Neutral
1138.137,"[5, 7, 12, 17]",Neutral
1138.17,"[5, 7, 12, 17]",Neutral
1138.204,"[5, 7, 12, 17]",Neutral
1138.237,"[5, 7, 12, 17]",Neutral
1138.27,"[5, 7, 12, 17]",Neutral
1138.304,"[5, 12, 17]",Neutral
1138.337,"[5, 12, 17]",Neutral
1138.371,"[5, 12, 17]",Neutral
1138.404,"[5, 12, 17, 25, 26]",Neutral
1138.437,"[5, 12, 17, 25, 26]",Neutral
1138.471,"[5, 12, 17, 25, 26]",Neutral
1138.504,"[5, 7, 12, 17, 25, 26]",Neutral
1138.537,"[5, 7, 12, 25, 26]",Neutral
1138.571,"[5, 7, 12, 25, 26]",Neutral
1138.604,"[5, 7, 12, 25, 26]",Neutral
1138.638,"[5, 7, 12, 25, 26]",Neutral
1138.671,"[5, 7, 12, 25, 26]",Neutral
1138.704,"[5, 7, 12, 25, 26]",Neutral
1138.738,"[5, 7, 12, 25, 26]",Neutral
1138.771,"[5, 7, 12, 25, 26]",Neutral
1138.804,"[5, 7, 12, 25, 26]",Neutral
1138.838,"[5, 12, 25, 26]",Neutral
1138.871,"[5, 12, 25, 26]",Neutral
1138.904,"[5, 25, 26]",Neutral
1138.938,"[5, 25, 26]",Neutral
1138.971,"[5, 25, 26]",Neutral
1139.005,"[5, 7, 10, 25, 26]",Neutral
1139.038,"[5, 7, 10, 25, 26]",Neutral
1139.071,"[5, 7, 10, 25, 26]",Neutral
1139.105,"[1, 2, 5, 7, 10, 25, 26]",Neutral
1139.138,"[1, 2, 5, 6, 7, 10, 25, 26]",Neutral
1139.171,"[1, 2, 5, 6, 7, 10, 25, 26]",Neutral
1139.205,"[1, 2, 5, 6, 7, 12, 25, 26]",Happy
1139.238,"[1, 2, 5, 6, 7, 12, 25, 26]",Happy
1139.271,"[1, 2, 5, 6, 7, 12, 25, 26]",Happy
1139.305,"[1, 2, 5, 6, 12, 25, 26]",Happy
1139.338,"[1, 2, 5, 6, 12, 25, 26]",Happy
1139.372,"[1, 2, 5, 6, 12, 25, 26]",Happy
1139.405,"[1, 2, 5, 6, 12, 25, 26]",Happy
1139.438,"[1, 2, 5, 6, 12, 25, 26]",Happy
1139.472,"[1, 2, 5, 6, 12, 25, 26]",Happy
1139.505,"[1, 2, 5, 12, 25, 26]",Neutral
1139.538,"[1, 2, 5, 7, 12, 25, 26]",Neutral
1139.572,"[1, 2, 5, 7, 12, 25, 26]",Neutral
1139.605,"[1, 2, 5, 7, 12, 25, 26]",Neutral
1139.639,"[1, 2, 5, 7, 12, 25, 26]",Neutral
1139.672,"[1, 2, 5, 7, 12, 25, 26]",Neutral
1139.705,"[2, 5, 7, 25, 26]",Neutral
1139.739,"[2, 5, 7, 25, 26]",Neutral
1139.772,"[2, 5, 7, 25, 26]",Neutral
1139.805,"[2, 5, 7]",Neutral
1139.839,"[2, 5, 7]",Neutral
1139.872,"[2, 5, 7]",Neutral
1139.905,"[5, 7]",Neutral
1139.939,"[5, 7]",Neutral
1139.972,"[5, 7]",Neutral
1140.006,"[5, 7]",Neutral
1140.039,"[5, 7]",Neutral
1140.072,"[5, 7, 26]",Neutral
1140.106,"[5, 7, 26]",Neutral
1140.139,"[5, 7, 26]",Neutral
1140.172,"[5, 7, 26]",Neutral
1140.206,"[5, 7]",Neutral
1140.239,"[5, 7, 12]",Neutral
1140.272,"[5, 7, 12]",Neutral
1140.306,"[2, 5, 7, 12]",Neutral
1140.339,"[2, 5, 12]",Neutral
1140.373,"[2, 5]",Neutral
1140.406,"[1, 2, 5]",Neutral
1140.439,"[1, 2, 5, 12]",Neutral
1140.473,"[1, 2, 5, 12]",Neutral
1140.506,"[1, 2, 5, 12]",Neutral
1140.539,"[1, 2, 5, 12]",Neutral
1140.573,"[1, 2, 5, 12]",Neutral
1140.606,"[1, 5, 12]",Neutral
1140.639,"[1, 5, 12]",Neutral
1140.673,"[1, 5, 12]",Neutral
1140.706,"[1, 5, 12]",Neutral
1140.74,"[1, 5, 12]",Neutral
1140.773,"[1, 5]",Neutral
1140.806,"[1, 5]",Neutral
1140.84,"[1, 5, 26]",Neutral
1140.873,"[1, 5, 7, 26]",Neutral
1140.906,"[5, 7, 26]",Neutral
1140.94,"[5, 7, 26]",Neutral
1140.973,"[5, 7]",Neutral
1141.007,"[5, 7]",Neutral
1141.04,"[5, 7]",Neutral
1141.073,"[5, 7]",Neutral
1141.107,"[5, 7, 12]",Neutral
1141.14,"[5, 7, 12]",Neutral
1141.173,"[5, 7, 12]",Neutral
1141.207,"[5, 7, 12]",Neutral
1141.24,"[5, 7, 12]",Neutral
1141.273,"[5, 7]",Neutral
1141.307,"[5, 7, 12]",Neutral
1141.34,"[5, 7, 12]",Neutral
1141.374,"[5, 7, 12]",Neutral
1141.407,"[5, 7, 12]",Neutral
1141.44,"[5, 7, 12]",Neutral
1141.474,"[5, 7, 12]",Neutral
1141.507,"[5, 7, 12]",Neutral
1141.54,"[5, 7, 12]",Neutral
1141.574,"[5, 7, 12]",Neutral
1141.607,"[5, 7, 12]",Neutral
1141.641,"[5, 7, 12]",Neutral
1141.674,"[5, 7, 12]",Neutral
1141.707,"[5, 7, 12]",Neutral
1141.741,"[5, 7, 12]",Neutral
1141.774,"[5, 7, 12]",Neutral
1141.807,"[5, 7, 12]",Neutral
1141.841,"[5, 7, 12]",Neutral
1141.874,"[5, 7, 12]",Neutral
1141.907,"[5, 7, 12, 17]",Neutral
1141.941,"[5, 7, 12, 17]",Neutral
1141.974,"[5, 7, 12, 17]",Neutral
1142.008,"[5, 7, 12, 17]",Neutral
1142.041,"[5, 7, 17]",Neutral
1142.074,"[5, 7, 17]",Neutral
1142.108,"[5, 7, 17]",Neutral
1142.141,"[5, 7, 17]",Neutral
1142.174,"[5, 7, 17]",Neutral
1142.208,"[5, 7, 17]",Neutral
1142.241,"[5, 7, 17]",Neutral
1142.274,"[5, 7, 17]",Neutral
1142.308,"[5, 7, 17]",Neutral
1142.341,"[5, 7, 17]",Neutral
1142.375,"[5, 7, 17]",Neutral
1142.408,"[5, 7, 17]",Neutral
1142.441,"[5, 7, 17]",Neutral
1142.475,"[5, 7, 17]",Neutral
1142.508,"[4, 5, 7, 17]",Neutral
1142.541,"[4, 5, 7, 17]",Neutral
1142.575,"[4, 5, 7, 17]",Neutral
1142.608,"[4, 5, 7]",Neutral
1142.642,"[4, 5, 7]",Neutral
1142.675,"[4, 5, 12]",Neutral
1142.708,"[4, 5, 12, 17]",Neutral
1142.742,"[4, 5, 12, 17]",Neutral
1142.775,"[4, 5, 12, 17]",Neutral
1142.808,"[4, 5, 12, 17]",Neutral
1142.842,"[4, 5, 12, 17]",Neutral
1142.875,"[4, 5, 12, 17]",Neutral
1142.908,"[5, 7, 12, 17]",Neutral
1142.942,"[5, 7, 12, 17]",Neutral
1142.975,"[5, 7, 12]",Neutral
1143.009,"[5, 7, 12]",Neutral
1143.042,"[5, 7, 12]",Neutral
1143.075,"[5, 7, 12]",Neutral
1143.109,"[5, 7, 12]",Neutral
1143.142,"[5, 7, 12]",Neutral
1143.175,"[5, 7, 12]",Neutral
1143.209,"[5, 7, 12]",Neutral
1143.242,"[5, 7, 12]",Neutral
1143.275,"[5, 7, 12]",Neutral
1143.309,"[5, 7, 12]",Neutral
1143.342,"[5, 7, 12]",Neutral
1143.376,"[5, 7, 12]",Neutral
1143.409,"[4, 5, 7, 12]",Neutral
1143.442,"[5, 7, 12]",Neutral
1143.476,"[5, 7, 12]",Neutral
1143.509,"[5, 6, 7, 12]",Neutral
1143.542,"[5, 6, 7, 12]",Neutral
1143.576,"[5, 6, 7, 12]",Neutral
1143.609,"[5, 6, 7, 12, 25, 26]",Happy
1143.643,"[5, 6, 7, 12, 25, 26]",Happy
1143.676,"[5, 6, 7, 12, 25, 26]",Happy
1143.709,"[5, 6, 7, 12, 25, 26]",Happy
1143.743,"[5, 6, 7, 12, 25, 26]",Happy
1143.776,"[5, 6, 7, 12, 25, 26]",Happy
1143.809,"[5, 6, 7, 12, 25, 26]",Happy
1143.843,"[5, 6, 7, 12, 25, 26]",Happy
1143.876,"[5, 6, 7, 12, 25, 26]",Happy
1143.909,"[5, 6, 7, 12, 25, 26]",Happy
1143.943,"[5, 6, 7, 12, 25, 26]",Happy
1143.976,"[5, 6, 7, 12, 25, 26]",Happy
1144.01,"[5, 6, 7, 12]",Neutral
1144.043,"[5, 6, 7, 12]",Neutral
1144.076,"[5, 6, 7, 12]",Neutral
1144.11,"[5, 7, 12]",Neutral
1144.143,"[5, 7, 12]",Neutral
1144.176,"[5, 7, 12]",Neutral
1144.21,"[5, 7, 12]",Neutral
1144.243,"[5, 7, 12]",Neutral
1144.276,"[5, 7, 12]",Neutral
1144.31,"[4, 5, 7, 12]",Neutral
1144.343,"[4, 5, 7, 12]",Neutral
1144.377,"[4, 5, 7, 12]",Neutral
1144.41,"[4, 5, 7, 12]",Neutral
1144.443,"[4, 5, 7, 12]",Neutral
1144.477,"[4, 5, 7, 12]",Neutral
1144.51,"[4, 5, 7, 12]",Neutral
1144.543,"[4, 5, 7, 12]",Neutral
1144.577,"[4, 5, 7, 12, 17]",Neutral
1144.61,"[4, 5, 7, 12, 17]",Neutral
1144.644,"[4, 5, 7, 12, 17]",Neutral
1144.677,"[4, 5, 7, 12, 17]",Neutral
1144.71,"[5, 7, 12, 17]",Neutral
1144.744,"[5, 7, 12, 17]",Neutral
1144.777,"[5, 7, 12, 17]",Neutral
1144.81,"[5, 7, 12, 25]",Neutral
1144.844,"[5, 7, 12, 25]",Neutral
1144.877,"[5, 7, 12, 25, 26]",Neutral
1144.91,"[5, 7, 12, 20, 25, 26]",Neutral
1144.944,"[5, 7, 12, 20, 25, 26]",Neutral
1144.977,"[5, 7, 12, 20, 25, 26]",Neutral
1145.011,"[5, 7, 12, 20, 25, 26]",Neutral
1145.044,"[5, 7, 12, 20, 25, 26]",Neutral
1145.077,"[5, 7, 12, 25, 26]",Neutral
1145.111,"[5, 7, 12, 25, 26]",Neutral
1145.144,"[5, 7, 12, 25, 26]",Neutral
1145.177,"[5, 7, 12, 25, 26]",Neutral
1145.211,"[5, 7, 12, 25, 26]",Neutral
1145.244,"[5, 7, 12, 25, 26]",Neutral
1145.277,"[5, 7, 12, 25, 26]",Neutral
1145.311,"[5, 7, 12]",Neutral
1145.344,"[5, 7, 12]",Neutral
1145.378,"[5, 7, 12]",Neutral
1145.411,"[5, 7, 12, 17]",Neutral
1145.444,"[5, 7, 12, 17]",Neutral
1145.478,"[5, 7, 12, 17]",Neutral
1145.511,"[5, 7, 12, 17, 45]",Neutral
1145.544,"[5, 7, 12, 17, 45]",Neutral
1145.578,"[5, 7, 12, 17, 45]",Neutral
1145.611,"[5, 7, 12, 17, 23, 45]",Neutral
1145.645,"[5, 7, 12, 17, 23, 45]",Neutral
1145.678,"[5, 7, 12, 17, 23, 45]",Neutral
1145.711,"[5, 7, 12, 17, 45]",Neutral
1145.745,"[5, 7, 12, 17, 45]",Neutral
1145.778,"[5, 7, 12, 17, 45]",Neutral
1145.811,"[5, 7, 12, 17, 45]",Neutral
1145.845,"[5, 7, 12, 17, 45]",Neutral
1145.878,"[5, 7, 12, 17, 45]",Neutral
1145.911,"[5, 7, 45]",Neutral
1145.945,"[5, 7, 45]",Neutral
1145.978,"[5, 7, 45]",Neutral
1146.012,"[5, 7, 45]",Neutral
1146.045,"[5, 7]",Neutral
1146.078,"[5, 7]",Neutral
1146.112,"[5, 7]",Neutral
1146.145,"[4, 5, 7]",Neutral
1146.178,"[4, 5, 7]",Neutral
1146.212,"[4, 5, 7, 25]",Neutral
1146.245,"[4, 5, 7, 25]",Neutral
1146.278,"[4, 5, 7, 25]",Neutral
1146.312,"[5, 7, 25]",Neutral
1146.345,"[5, 7, 25]",Neutral
1146.379,"[5, 7, 25]",Neutral
1146.412,"[5, 7]",Neutral
1146.445,"[5, 7]",Neutral
1146.479,"[5, 7]",Neutral
1146.512,"[5, 7]",Neutral
1146.545,"[5, 7]",Neutral
1146.579,"[5, 7]",Neutral
1146.612,"[5, 7, 17]",Neutral
1146.646,"[5, 7, 17]",Neutral
1146.679,"[5, 7, 17]",Neutral
1146.712,"[5, 7, 17]",Neutral
1146.746,"[5, 7, 17]",Neutral
1146.779,"[5, 7, 17]",Neutral
1146.812,"[5, 7, 17]",Neutral
1146.846,"[5, 7, 17]",Neutral
1146.879,"[5, 7]",Neutral
1146.912,"[4, 5, 7]",Neutral
1146.946,"[4, 5, 7]",Neutral
1146.979,"[4, 5, 7]",Neutral
1147.013,"[4, 5, 7]",Neutral
1147.046,"[5, 7, 45]",Neutral
1147.079,"[5, 7, 45]",Neutral
1147.113,"[5, 7, 25, 45]",Neutral
1147.146,"[5, 7, 25, 45]",Neutral
1147.179,"[5, 7, 25, 45]",Neutral
1147.213,"[5, 7, 25]",Neutral
1147.246,"[5, 7, 25]",Neutral
1147.279,"[5, 7, 12, 25]",Neutral
1147.313,"[5, 7, 12]",Neutral
1147.346,"[5, 7, 12]",Neutral
1147.38,"[5, 7, 12]",Neutral
1147.413,"[5, 7, 12]",Neutral
1147.446,"[5, 7, 12]",Neutral
1147.48,"[5, 7, 12]",Neutral
1147.513,"[5, 7, 12]",Neutral
1147.546,"[5, 7, 12]",Neutral
1147.58,"[5, 7, 12]",Neutral
1147.613,"[5, 7, 12, 17]",Neutral
1147.647,"[5, 7, 12, 15, 17]",Neutral
1147.68,"[5, 7, 15, 17]",Neutral
1147.713,"[5, 7, 15, 17]",Neutral
1147.747,"[5, 7, 15, 17, 45]",Neutral
1147.78,"[5, 7, 15, 17, 45]",Neutral
1147.813,"[5, 7, 15, 17, 45]",Neutral
1147.847,"[5, 7, 15, 17, 45]",Neutral
1147.88,"[5, 7, 15, 17, 45]",Neutral
1147.913,"[5, 7, 15, 17, 45]",Neutral
1147.947,"[5, 7, 12, 15, 17, 45]",Neutral
1147.98,"[5, 7, 12, 15, 17, 45]",Neutral
1148.014,"[5, 7, 12, 15, 17, 45]",Neutral
1148.047,"[5, 7, 12, 15, 17, 45]",Neutral
1148.08,"[5, 7, 12, 15, 17, 45]",Neutral
1148.114,"[5, 7, 12, 15, 17, 45]",Neutral
1148.147,"[5, 7, 12, 15, 17, 45]",Neutral
1148.18,"[5, 7, 12, 15, 17, 45]",Neutral
1148.214,"[5, 7, 12, 15, 17]",Neutral
1148.247,"[5, 7, 12, 15, 17]",Neutral
1148.28,"[5, 7, 12, 15, 17]",Neutral
1148.314,"[5, 7, 12, 15, 17]",Neutral
1148.347,"[5, 7, 12, 15, 17]",Neutral
1148.381,"[5, 7, 12, 15, 17]",Neutral
1148.414,"[5, 7, 12, 15, 17]",Neutral
1148.447,"[5, 7, 12, 15, 17]",Neutral
1148.481,"[5, 7, 12, 15, 17]",Neutral
1148.514,"[5, 7, 12, 15, 17]",Neutral
1148.547,"[5, 7, 12, 15, 17]",Neutral
1148.581,"[5, 7, 12, 15, 17]",Neutral
1148.614,"[5, 7, 12, 15, 17]",Neutral
1148.648,"[5, 7, 12, 15, 17]",Neutral
1148.681,"[5, 7, 12, 15, 17]",Neutral
1148.714,"[5, 7, 12, 15, 17]",Neutral
1148.748,"[5, 7, 12, 15, 17]",Neutral
1148.781,"[5, 7, 12, 15, 17]",Neutral
1148.814,"[5, 7, 12, 15, 17]",Neutral
1148.848,"[5, 7, 12, 15, 17]",Neutral
1148.881,"[5, 7, 12, 15, 17]",Neutral
1148.914,"[5, 7, 12, 15, 17]",Neutral
1148.948,"[5, 7, 12, 15, 17, 23]",Neutral
1148.981,"[5, 7, 12, 15, 17, 23]",Neutral
1149.015,"[5, 7, 12, 15, 17, 23]",Neutral
1149.048,"[5, 7, 12, 15, 17, 23]",Neutral
1149.081,"[5, 7, 12, 15, 17, 23]",Neutral
1149.115,"[5, 7, 12, 15, 17]",Neutral
1149.148,"[5, 7, 15, 17]",Neutral
1149.181,"[5, 7, 15, 17]",Neutral
1149.215,"[5, 7, 15, 17]",Neutral
1149.248,"[5, 7, 15, 17]",Neutral
1149.281,"[5, 7, 15, 17]",Neutral
1149.315,"[5, 7, 12, 17, 23]",Neutral
1149.348,"[5, 7, 12, 17, 23]",Neutral
1149.382,"[5, 7, 12, 17, 23]",Neutral
1149.415,"[4, 5, 7, 12, 23, 25]",Neutral
1149.448,"[4, 5, 7, 12, 23, 25, 26]",Neutral
1149.482,"[4, 5, 7, 12, 23, 25, 26]",Neutral
1149.515,"[4, 5, 7, 12, 23, 25, 26, 45]",Neutral
1149.548,"[4, 5, 7, 12, 20, 25, 26, 45]",Neutral
1149.582,"[4, 5, 7, 12, 20, 25, 45]",Neutral
1149.615,"[4, 5, 7, 12, 20, 25, 45]",Neutral
1149.649,"[4, 5, 7, 12, 25, 45]",Neutral
1149.682,"[4, 5, 7, 10, 12, 25, 45]",Neutral
1149.715,"[4, 5, 7, 10, 12, 25]",Neutral
1149.749,"[4, 5, 7, 10, 25]",Neutral
1149.782,"[4, 5, 7, 10, 12, 25]",Neutral
1149.815,"[4, 5, 7, 12, 25]",Neutral
1149.849,"[4, 5, 7, 12, 25]",Neutral
1149.882,"[4, 5, 7, 12, 25]",Neutral
1149.915,"[4, 5, 7, 12, 25]",Neutral
1149.949,"[4, 5, 7, 12, 25]",Neutral
1149.982,"[4, 5, 7, 12, 25]",Neutral
1150.016,"[4, 5, 7, 12, 17, 25]",Neutral
1150.049,"[4, 5, 7, 17, 25]",Neutral
1150.082,"[4, 5, 7, 17, 25]",Neutral
1150.116,"[4, 5, 7, 17, 25]",Neutral
1150.149,"[4, 5, 7, 17, 25]",Neutral
1150.182,"[4, 5, 7, 17, 25]",Neutral
1150.216,"[4, 5, 7, 17]",Neutral
1150.249,"[4, 5, 7, 17]",Neutral
1150.282,"[4, 5, 7, 15, 17]",Anger
1150.316,"[4, 5, 7, 15, 17]",Anger
1150.349,"[4, 5, 7, 15, 17]",Anger
1150.383,"[5, 7, 15, 17]",Neutral
1150.416,"[4, 5, 7, 15, 17]",Anger
1150.449,"[5, 7, 15, 17]",Neutral
1150.483,"[5, 7, 15, 17]",Neutral
1150.516,"[5, 7, 15, 17]",Neutral
1150.549,"[5, 7, 15, 17]",Neutral
1150.583,"[5, 7, 15, 17]",Neutral
1150.616,"[5, 7, 15, 17]",Neutral
1150.649,"[5, 7, 15, 17]",Neutral
1150.683,"[5, 7, 15, 17]",Neutral
1150.716,"[5, 7, 15, 17]",Neutral
1150.75,"[5, 7, 15, 17]",Neutral
1150.783,"[5, 7, 15, 17]",Neutral
1150.816,"[5, 7, 15, 17]",Neutral
1150.85,"[5, 7, 15, 17]",Neutral
1150.883,"[5, 7, 15, 17]",Neutral
1150.916,"[5, 7, 15, 17]",Neutral
1150.95,"[5, 7, 15, 17]",Neutral
1150.983,"[5, 7, 15, 17]",Neutral
1151.017,"[5, 7, 15, 17]",Neutral
1151.05,"[5, 7, 15, 17]",Neutral
1151.083,"[5, 7, 15, 17]",Neutral
1151.117,"[5, 7, 15, 17]",Neutral
1151.15,"[5, 7, 15, 17]",Neutral
1151.183,"[5, 7, 15, 17]",Neutral
1151.217,"[5, 7, 17]",Neutral
1151.25,"[5, 7, 17]",Neutral
1151.283,"[5, 7, 17]",Neutral
1151.317,"[5, 7, 17, 25]",Neutral
1151.35,"[5, 7, 17, 25]",Neutral
1151.384,"[5, 7, 17, 25]",Neutral
1151.417,"[5, 7, 17, 25]",Neutral
1151.45,"[5, 7, 17, 25]",Neutral
1151.484,"[4, 5, 7, 17, 25]",Neutral
1151.517,"[4, 5, 7, 17, 25]",Neutral
1151.55,"[4, 5, 7, 12, 17, 25]",Neutral
1151.584,"[5, 7, 12, 17, 25, 45]",Neutral
1151.617,"[5, 7, 12, 15, 17, 45]",Neutral
1151.651,"[4, 5, 7, 12, 15, 17, 45]",Anger
1151.684,"[4, 5, 7, 15, 17, 45]",Anger
1151.717,"[5, 7, 15, 17, 45]",Neutral
1151.751,"[5, 7, 15, 17, 45]",Neutral
1151.784,"[5, 7, 15, 17, 45]",Neutral
1151.817,"[5, 7, 15, 17, 45]",Neutral
1151.851,"[5, 7, 15, 17, 45]",Neutral
1151.884,"[5, 7, 15, 17, 45]",Neutral
1151.917,"[5, 7, 15, 17, 45]",Neutral
1151.951,"[5, 7, 15, 17, 45]",Neutral
1151.984,"[5, 7, 15, 17, 45]",Neutral
1152.018,"[5, 7, 15, 17, 45]",Neutral
1152.051,"[5, 7, 15, 17, 45]",Neutral
1152.084,"[5, 7, 15, 17, 45]",Neutral
1152.118,"[5, 7, 15, 17]",Neutral
1152.151,"[5, 7, 15, 17]",Neutral
1152.184,"[5, 7, 17]",Neutral
1152.218,"[5, 7, 17]",Neutral
1152.251,"[5, 7, 17]",Neutral
1152.284,"[5, 7, 17]",Neutral
1152.318,"[4, 5, 7, 17]",Neutral
1152.351,"[4, 5, 7, 17]",Neutral
1152.385,"[4, 5, 7, 17]",Neutral
1152.418,"[4, 5, 7, 17]",Neutral
1152.451,"[4, 5, 7, 17]",Neutral
1152.485,"[4, 5, 7, 9, 17]",Neutral
1152.518,"[4, 5, 7, 9, 17]",Neutral
1152.551,"[4, 5, 7, 9, 17]",Neutral
1152.585,"[4, 5, 7, 9, 17]",Neutral
1152.618,"[4, 5, 7, 17]",Neutral
1152.652,"[4, 5, 7, 17]",Neutral
1152.685,"[4, 5, 7, 17]",Neutral
1152.718,"[4, 5, 7, 17]",Neutral
1152.752,"[4, 5, 7, 17]",Neutral
1152.785,"[4, 5, 7, 17]",Neutral
1152.818,"[4, 5, 7, 17]",Neutral
1152.852,"[4, 5, 7, 15, 17]",Anger
1152.885,"[5, 7, 15, 17]",Neutral
1152.918,"[5, 7, 15, 17]",Neutral
1152.952,"[4, 5, 7, 15, 17]",Anger
1152.985,"[4, 5, 7, 15, 17]",Anger
1153.019,"[4, 5, 7, 15, 17]",Anger
1153.052,"[4, 5, 7, 15, 17]",Anger
1153.085,"[4, 5, 7, 15, 17]",Anger
1153.119,"[4, 5, 7, 15, 17]",Anger
1153.152,"[4, 5, 7, 15, 17]",Anger
1153.185,"[4, 5, 7, 15, 17]",Anger
1153.219,"[4, 5, 7, 15, 17]",Anger
1153.252,"[4, 5, 7, 15, 17]",Anger
1153.285,"[4, 5, 7, 15, 17]",Anger
1153.319,"[4, 5, 7, 15, 17]",Anger
1153.352,"[5, 7, 15, 17]",Neutral
1153.386,"[5, 7, 15, 17]",Neutral
1153.419,"[5, 7, 17]",Neutral
1153.452,"[4, 5, 7, 17]",Neutral
1153.486,"[4, 5, 7, 17]",Neutral
1153.519,"[4, 5, 7, 17, 25]",Neutral
1153.552,"[4, 5, 7, 17, 25]",Neutral
1153.586,"[4, 5, 7, 17, 25]",Neutral
1153.619,"[4, 5, 7, 17, 25]",Neutral
1153.653,"[4, 5, 7, 17, 25]",Neutral
1153.686,"[4, 5, 7, 17, 25]",Neutral
1153.719,"[4, 5, 7, 17, 25]",Neutral
1153.753,"[4, 5, 7, 17, 25]",Neutral
1153.786,"[4, 5, 7, 17, 25]",Neutral
1153.819,"[4, 5, 7, 17, 25]",Neutral
1153.853,"[4, 5, 7, 17, 25]",Neutral
1153.886,"[4, 5, 7, 17, 25]",Neutral
1153.919,"[4, 5, 7, 17, 25]",Neutral
1153.953,"[4, 5, 7, 17, 25]",Neutral
1153.986,"[4, 5, 7, 17, 25]",Neutral
1154.02,"[4, 5, 7, 17, 25]",Neutral
1154.053,"[4, 5, 7, 17, 25]",Neutral
1154.086,"[4, 5, 7, 17, 25]",Neutral
1154.12,"[4, 5, 7, 17, 25]",Neutral
1154.153,"[4, 5, 7, 17, 25]",Neutral
1154.186,"[4, 5, 7, 17, 25]",Neutral
1154.22,"[4, 5, 7, 17, 25]",Neutral
1154.253,"[4, 5, 7, 17, 25]",Neutral
1154.286,"[4, 5, 7, 17, 25]",Neutral
1154.32,"[4, 5, 7, 17]",Neutral
1154.353,"[4, 5, 7, 17]",Neutral
1154.387,"[4, 5, 7, 17]",Neutral
1154.42,"[4, 5, 7, 17]",Neutral
1154.453,"[4, 5, 7, 17]",Neutral
1154.487,"[4, 5, 7, 17]",Neutral
1154.52,"[1, 4, 5, 7, 17]",Neutral
1154.553,"[1, 4, 5, 7, 17]",Neutral
1154.587,"[4, 5, 7, 17]",Neutral
1154.62,"[4, 5, 7, 17]",Neutral
1154.654,"[4, 5, 7, 17]",Neutral
1154.687,"[4, 5, 7, 17]",Neutral
1154.72,"[2, 4, 5, 7, 17]",Neutral
1154.754,"[4, 5, 7, 17]",Neutral
1154.787,"[4, 5, 7, 17]",Neutral
1154.82,"[4, 5, 7, 17]",Neutral
1154.854,"[4, 5, 7, 17]",Neutral
1154.887,"[4, 5, 7, 17]",Neutral
1154.92,"[4, 5, 7, 17]",Neutral
1154.954,"[4, 5, 7, 17]",Neutral
1154.987,"[4, 5, 7, 17]",Neutral
1155.021,"[4, 5, 7, 17]",Neutral
1155.054,"[4, 5, 7, 17]",Neutral
1155.087,"[4, 5, 7, 15, 17]",Anger
1155.121,"[4, 5, 7, 15, 17]",Anger
1155.154,"[4, 5, 7, 15, 17]",Anger
1155.187,"[4, 5, 7, 15, 17]",Anger
1155.221,"[4, 5, 7, 15, 17]",Anger
1155.254,"[4, 5, 7, 15, 17]",Anger
1155.287,"[4, 5, 7, 15, 17]",Anger
1155.321,"[4, 5, 7, 15, 17]",Anger
1155.354,"[5, 7, 15, 17]",Neutral
1155.388,"[5, 7, 15, 17]",Neutral
1155.421,"[5, 7, 15, 17]",Neutral
1155.454,"[2, 5, 7, 15, 17]",Neutral
1155.488,"[2, 5, 7, 15, 17]",Neutral
1155.521,"[2, 5, 7, 15, 17]",Neutral
1155.554,"[2, 5, 7, 15, 17]",Neutral
1155.588,"[2, 5, 7, 15, 17]",Neutral
1155.621,"[2, 5, 7, 15, 17]",Neutral
1155.655,"[2, 5, 7, 15, 17]",Neutral
1155.688,"[2, 5, 7, 15, 17]",Neutral
1155.721,"[2, 5, 7, 15, 17]",Neutral
1155.755,"[2, 5, 7, 15, 17]",Neutral
1155.788,"[2, 5, 7, 15, 17]",Neutral
1155.821,"[5, 7, 15, 17]",Neutral
1155.855,"[5, 7, 15, 17]",Neutral
1155.888,"[5, 7, 15, 17]",Neutral
1155.921,"[5, 7, 17]",Neutral
1155.955,"[5, 7, 17]",Neutral
1155.988,"[5, 7, 17]",Neutral
1156.022,"[5, 7, 12, 17]",Neutral
1156.055,"[5, 7, 12, 17]",Neutral
1156.088,"[5, 7, 12, 17]",Neutral
1156.122,"[5, 7, 12, 17]",Neutral
1156.155,"[5, 7, 12, 17]",Neutral
1156.188,"[5, 7, 12, 17]",Neutral
1156.222,"[5, 7, 12, 17]",Neutral
1156.255,"[5, 7, 17]",Neutral
1156.288,"[5, 7, 17]",Neutral
1156.322,"[5, 7, 17]",Neutral
1156.355,"[5, 7, 12, 17]",Neutral
1156.389,"[5, 7, 12, 17]",Neutral
1156.422,"[5, 7, 12, 17]",Neutral
